mggid	ship	cruise	sample	device_code	device	subcore	interval	replicate	lower_phi_limit	upper_phi_limit	weight_percent
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	1	1	-2	-1	0	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	1	1	-1	0	1	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	1	1	0	1	1	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	1	1	1	2	1	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	1	1	2	3	1	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	1	1	3	4	1	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	1	1	4	6	5	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	1	1	6	8	17	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	1	1	8	10	34	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	3	1	1	2	4	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	3	1	2	3	8	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	3	1	3	4	16	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	3	1	4	6	30	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	3	1	6	8	14	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	3	1	8	10	14	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	3	1	10	99	8	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	4	1	-2	-1	0	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	4	1	-1	0	2	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	4	1	0	1	3	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	4	1	1	2	4	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	4	1	2	3	8	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	4	1	3	4	14	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	4	1	4	6	30	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	4	1	6	8	16	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	4	1	8	10	13	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	4	1	10	99	10	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	5	1	-2	-1	0	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	5	1	-1	0	1	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	5	1	0	1	2	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	5	1	1	2	4	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	5	1	2	3	8	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	5	1	3	4	15	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	5	1	4	6	29	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	5	1	6	8	18	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	5	1	8	10	15	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	5	1	10	99	8	
09005062	Unknown Platform	L.I. 154	21	101	grab, orange peel	0	1	1	-99	-2	35	
09005062	Unknown Platform	L.I. 154	21	101	grab, orange peel	0	1	1	-2	-1	20	
09005062	Unknown Platform	L.I. 154	21	101	grab, orange peel	0	1	1	-1	0	15	
09005062	Unknown Platform	L.I. 154	21	101	grab, orange peel	0	1	1	1	2	7	
09005062	Unknown Platform	L.I. 154	21	101	grab, orange peel	0	1	1	2	3	8	
09005062	Unknown Platform	L.I. 154	21	101	grab, orange peel	0	1	1	3	4	1	
09005062	Unknown Platform	L.I. 154	21	101	grab, orange peel	0	1	1	4	5	0	
09005062	Unknown Platform	L.I. 154	22	101	grab, orange peel	0	1	1	-2	-1	14	
09005062	Unknown Platform	L.I. 154	22	101	grab, orange peel	0	1	1	-1	0	5	
09005062	Unknown Platform	L.I. 154	22	101	grab, orange peel	0	1	1	0	1	9	
09005062	Unknown Platform	L.I. 154	22	101	grab, orange peel	0	1	1	1	2	24	
09005062	Unknown Platform	L.I. 154	22	101	grab, orange peel	0	1	1	2	3	24	
09005062	Unknown Platform	L.I. 154	22	101	grab, orange peel	0	1	1	3	4	7	
09005062	Unknown Platform	L.I. 154	22	101	grab, orange peel	0	1	1	4	5	5	
09005062	Unknown Platform	L.I. 154	22	101	grab, orange peel	0	1	1	5	6	2	
09005062	Unknown Platform	L.I. 154	22	101	grab, orange peel	0	1	1	6	7	3	
09005062	Unknown Platform	L.I. 154	22	101	grab, orange peel	0	1	1	7	8	3	
09005062	Unknown Platform	L.I. 154	22	101	grab, orange peel	0	1	1	8	9	1	
09005062	Unknown Platform	L.I. 154	22	101	grab, orange peel	0	1	1	9	10	1	
09005062	Unknown Platform	L.I. 154	22	101	grab, orange peel	0	1	1	10	99	2	
09005062	Unknown Platform	L.I. 154	23	101	grab, orange peel	0	1	1	-99	-2	9	
09005062	Unknown Platform	L.I. 154	23	101	grab, orange peel	0	1	1	-2	-1	4	
09005062	Unknown Platform	L.I. 154	23	101	grab, orange peel	0	1	1	-1	0	4	
09005062	Unknown Platform	L.I. 154	23	101	grab, orange peel	0	1	1	0	1	8	
09005062	Unknown Platform	L.I. 154	23	101	grab, orange peel	0	1	1	1	2	19	
09005062	Unknown Platform	L.I. 154	23	101	grab, orange peel	0	1	1	2	3	24	
09005062	Unknown Platform	L.I. 154	23	101	grab, orange peel	0	1	1	3	4	5	
09005062	Unknown Platform	L.I. 154	23	101	grab, orange peel	0	1	1	4	5	5	
09005062	Unknown Platform	L.I. 154	23	101	grab, orange peel	0	1	1	5	6	3	
09005062	Unknown Platform	L.I. 154	23	101	grab, orange peel	0	1	1	6	7	6	
09005062	Unknown Platform	L.I. 154	24	401	core, gravity, phleger	0	4	1	8	10	17	
09005062	Unknown Platform	L.I. 154	24	401	core, gravity, phleger	0	4	1	10	99	25	
09005062	Unknown Platform	L.I. 154	25	101	grab, orange peel	0	1	1	-99	-2	9	
09005062	Unknown Platform	L.I. 154	25	101	grab, orange peel	0	1	1	-2	-1	1	
09005062	Unknown Platform	L.I. 154	25	101	grab, orange peel	0	1	1	0	1	8	
09005062	Unknown Platform	L.I. 154	25	101	grab, orange peel	0	1	1	1	2	16	
09005062	Unknown Platform	L.I. 154	25	101	grab, orange peel	0	1	1	2	3	33	
09005062	Unknown Platform	L.I. 154	25	101	grab, orange peel	0	1	1	3	4	16	
09005062	Unknown Platform	L.I. 154	25	101	grab, orange peel	0	1	1	4	5	5	
09005062	Unknown Platform	L.I. 154	25	101	grab, orange peel	0	1	1	5	6	1	
09005062	Unknown Platform	L.I. 154	25	101	grab, orange peel	0	1	1	6	7	4	
09005062	Unknown Platform	L.I. 154	25	101	grab, orange peel	0	1	1	7	8	0	
09005062	Unknown Platform	L.I. 154	25	101	grab, orange peel	0	1	1	8	9	1	
09005062	Unknown Platform	L.I. 154	25	101	grab, orange peel	0	1	1	9	10	1	
09005062	Unknown Platform	L.I. 154	25	101	grab, orange peel	0	1	1	10	99	2	
09005062	Unknown Platform	L.I. 154	26	101	grab, orange peel	0	1	1	-2	-1	0	
09005062	Unknown Platform	L.I. 154	26	101	grab, orange peel	0	1	1	-1	0	0	
09005062	Unknown Platform	L.I. 154	26	101	grab, orange peel	0	1	1	0	1	2	
09005062	Unknown Platform	L.I. 154	26	101	grab, orange peel	0	1	1	1	2	11	
09005062	Unknown Platform	L.I. 154	26	101	grab, orange peel	0	1	1	2	3	44	
09005062	Unknown Platform	L.I. 154	26	101	grab, orange peel	0	1	1	3	4	34	
09005062	Unknown Platform	L.I. 154	26	101	grab, orange peel	0	1	1	4	5	5	
09005062	Unknown Platform	L.I. 154	26	101	grab, orange peel	0	1	1	5	6	1	
09005062	Unknown Platform	L.I. 154	26	101	grab, orange peel	0	1	1	6	7	1	
09005062	Unknown Platform	L.I. 154	26	101	grab, orange peel	0	1	1	7	8	1	
09005062	Unknown Platform	L.I. 154	26	101	grab, orange peel	0	1	1	8	9	0	
09005062	Unknown Platform	L.I. 154	26	101	grab, orange peel	0	1	1	9	10	0	
09005062	Unknown Platform	L.I. 154	26	101	grab, orange peel	0	1	1	10	99	2	
09005062	Unknown Platform	L.I. 154	27	101	grab, orange peel	0	1	1	-2	-1	0	
09005062	Unknown Platform	L.I. 154	27	101	grab, orange peel	0	1	1	-1	0	0	
09005062	Unknown Platform	L.I. 154	27	101	grab, orange peel	0	1	1	0	1	7	
09005062	Unknown Platform	L.I. 154	27	101	grab, orange peel	0	1	1	1	2	23	
09005062	Unknown Platform	L.I. 154	27	101	grab, orange peel	0	1	1	2	3	53	
09005062	Unknown Platform	L.I. 154	27	101	grab, orange peel	0	1	1	3	4	12	
09005062	Unknown Platform	L.I. 154	27	101	grab, orange peel	0	1	1	4	5	1	
09005062	Unknown Platform	L.I. 154	27	101	grab, orange peel	0	1	1	5	6	1	
09005062	Unknown Platform	L.I. 154	27	101	grab, orange peel	0	1	1	6	7	0	
09005062	Unknown Platform	L.I. 154	27	101	grab, orange peel	0	1	1	7	8	1	
09005062	Unknown Platform	L.I. 154	27	101	grab, orange peel	0	1	1	8	9	0	
09005062	Unknown Platform	L.I. 154	27	101	grab, orange peel	0	1	1	9	10	1	
09005002	Unknown Platform	L.I. 244	9_6	100	grab, undifferentiated	0	1	1	-99	-2	15	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	13	1	-1	0	.9	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	24	1	4	5	22.1	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	2	1	1	2	3.6	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	4	1	2	3	6.7	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	7	1	4	5	7.7	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	9	1	2	3	6.1	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	19	1	1	2	8.3	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	22	1	3	4	12.5	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	3	1	-2	-1	1	
09005062	Unknown Platform	L.I. 154	24	401	core, gravity, phleger	0	3	1	-2	-1	1	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	5	1	10	99	15	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	7	1	10	99	38	
09005062	Unknown Platform	L.I. 154	15	401	core, gravity, phleger	0	3	1	2	3	0	
09005062	Unknown Platform	L.I. 154	16	401	core, gravity, phleger	0	2	1	6	8	18	
09005062	Unknown Platform	L.I. 154	18	101	grab, orange peel	0	1	1	5	6	2	
09005062	Unknown Platform	L.I. 154	19	401	core, gravity, phleger	0	4	1	4	6	10	
09005062	Unknown Platform	L.I. 154	21	101	grab, orange peel	0	1	1	0	1	15	
09005062	Unknown Platform	L.I. 154	25	101	grab, orange peel	0	1	1	-1	0	3	
09005062	Unknown Platform	L.I. 154	27	101	grab, orange peel	0	1	1	10	99	1	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	3	1	1	2	2	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	26	1	0	1	.7	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	26	1	10	99	22.5	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	27	1	6	7	15.6	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	4	1	3	4	.33	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	5	1	2	3	3	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	2	1	2	3	4	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	3	1	0	1	3	
09005062	Unknown Platform	L.I. 154	19	401	core, gravity, phleger	0	2	1	0	1	4	
09005062	Unknown Platform	L.I. 154	19	401	core, gravity, phleger	0	3	1	-99	-2	5	
09005062	Unknown Platform	L.I. 154	19	401	core, gravity, phleger	0	3	1	2	3	7	
09005062	Unknown Platform	L.I. 154	19	401	core, gravity, phleger	0	4	1	-1	0	9	
