mggid	ship	cruise	sample	device_code	device	subcore	interval	replicate	analysis_type	depth_top_cm	depth_top_mm	depth_bot_cm	depth_bot_mm	test_date	test_time	total_weight	coarse_meth	fine_meth	coarse_fine_boundary	coarse_boundary	fine_boundary	pct_coarser	pct_finer	pct_gravel	pct_sand	pct_silt	pct_clay	pct_mud	usc_gravel	usc_sand	usc_fines	meth_description	mean_mm	mean_phi	median_phi	modal_phi	skewness	kurtosis	std_dev	sort_coeff	interval_comments
20995002	Thomas G. Thompson	TT051	086_160	500	core, piston undiff.	0	8	0	02	74	0			19700901		036.18	sieves	pipette		01.00	11.00	0	4.49																2.24			
20995002	Thomas G. Thompson	TT051	086_160	500	core, piston undiff.	0	9	0	02	100	0			19700901		024.96	sieves	pipette		01.00	11.00	0	7.61																2.47			
20995002	Thomas G. Thompson	TT051	086_160	500	core, piston undiff.	0	10	0	02	109	0			19700901		031.18	sieves	pipette		01.00	11.00	0	6.3																2.25			
20995002	Thomas G. Thompson	TT051	086_160	500	core, piston undiff.	0	11	0	02	148	0			19700901		031.05	sieves	pipette		01.00	11.00	0	6.45																2.13			
20995002	Thomas G. Thompson	TT051	086_160	500	core, piston undiff.	0	12	0	02	163	0			19700901		028.60	sieves	pipette		01.00	11.00	0	7.37																2.3			
20995002	Thomas G. Thompson	TT051	086_160	500	core, piston undiff.	0	13	0	02	200	0			19700901		031.83	sieves	pipette		01.00	11.00	0	6.45																2.18			
20995002	Thomas G. Thompson	TT051	086_160	500	core, piston undiff.	0	14	0	02	229	0			19700901		029.91	sieves	pipette		01.00	11.00	0	7.97																2.39			
20995002	Thomas G. Thompson	TT051	086_160	500	core, piston undiff.	0	15	0	02	236	0			19700901		025.65	sieves	pipette		00.50	11.00	0	17.69																2.89			
20995002	Thomas G. Thompson	TT051	087_162	400	core, gravity undiff.	0	1	0	02	0	0			19700901		005.99	sieves	pipette		00.50	11.00	0	3.06																2.06			
20995002	Thomas G. Thompson	TT051	087_162	400	core, gravity undiff.	0	2	0	02	59	0			19700901		008.81	sieves	pipette		00.00	11.00	0	5.94																2.43			
20995002	Thomas G. Thompson	TT051	080_145	500	core, piston undiff.	0	8	0	02	145	0			19700831		027.22	sieves	pipette		01.00	11.00	0	5.3																2.25			
20995002	Thomas G. Thompson	TT051	081_146	100	grab, undifferentiated	0	1	0	02					19700831		048.65	sieves	pipette		00.50	11.00	0	2.97																1.96			
20995002	Thomas G. Thompson	TT051	082_149	400	core, gravity undiff.	0	1	0	02	0	0			19700901		011.54	sieves	pipette		00.00	11.00	0	1.55																1.81			
20995002	Thomas G. Thompson	TT051	082_149	400	core, gravity undiff.	0	2	0	02	28	0			19700901		010.14	sieves	pipette		01.00	11.00	0	3.68																2.24			
20995002	Thomas G. Thompson	TT051	082_149	400	core, gravity undiff.	0	3	0	02	60	0			19700901		010.51	sieves	pipette		04.00	11.00	0	2.98																3.85			
20995002	Thomas G. Thompson	TT051	082_150	500	core, piston undiff.	0	1	0	02	0	0			19700901		031.82	sieves	pipette		00.00	11.00	0	.94																1.09			
20995002	Thomas G. Thompson	TT051	120_240	500	core, piston undiff.	0	6	0	02	45	0			19700908		015.50	sieves	pipette		02.50	11.00	0	8.55																2.6			
20995002	Thomas G. Thompson	TT051	120_240	500	core, piston undiff.	0	7	0	02	70	0			19700908		013.87	sieves	pipette		00.50	11.00	0	9.7																2.53			
20995002	Thomas G. Thompson	TT051	120_240	500	core, piston undiff.	0	8	0	02	105	0			19700908		015.13	sieves	pipette		00.00	11.00	0	6.31																2.46			
20995002	Thomas G. Thompson	TT051	120_240	500	core, piston undiff.	0	9	0	02	125	0			19700908		018.76	sieves	pipette		01.50	11.00	0	9.14																2.38			
20995002	Thomas G. Thompson	TT051	120_240	500	core, piston undiff.	0	10	0	02	148	0			19700908		033.64	sieves	pipette		01.50	11.00	0	12.02																2.89			
20995002	Thomas G. Thompson	TT051	120_240	500	core, piston undiff.	0	11	0	02	161	0			19700908		023.90	sieves	pipette		01.50	11.00	0	8.49																2.55			
20995002	Thomas G. Thompson	TT051	120_240	500	core, piston undiff.	0	12	0	02	192	0			19700908		022.65	sieves	pipette		01.50	11.00	0	11.32																2.96			
20995002	Thomas G. Thompson	TT051	120_240	500	core, piston undiff.	0	13	0	02	200	0			19700908		014.74	sieves	pipette		00.00	11.00	0	12.31																2.91			
20995002	Thomas G. Thompson	TT051	120_240	500	core, piston undiff.	0	14	0	02	229	0			19700908		029.92	sieves	pipette		01.00	11.00	0	11.98																3.09			
20995002	Thomas G. Thompson	TT051	120_240	500	core, piston undiff.	0	15	0	02	234	0			19700908		020.13	sieves	pipette		00.50	11.00	0	3.48																2.01			
20995002	Thomas G. Thompson	TT051	120_240	500	core, piston undiff.	0	16	0	02	262	0			19700908		019.68	sieves	pipette		01.00	11.00	0	1.22																1.06			
20995002	Thomas G. Thompson	TT051	121_241	100	grab, undifferentiated	0	1	0	02					19700908		019.09	sieves	pipette		01.00	11.00	0	8.06																2.36			
20995002	Thomas G. Thompson	TT051	121_242	400	core, gravity undiff.	0	1	0	02	0	0			19700908		015.62	sieves	pipette		01.50	11.00	0	8.16																2.45			
20995002	Thomas G. Thompson	TT051	121_242	400	core, gravity undiff.	0	2	0	02	93	0			19700908		015.37	sieves	pipette		01.00	11.00	0	11.45																2.6			
20995002	Thomas G. Thompson	TT051	122_244	400	core, gravity undiff.	0	1	0	02	0	0			19700908		015.77	sieves	pipette		00.50	11.00	0	6.66																2.43			
20995002	Thomas G. Thompson	TT051	122_244	400	core, gravity undiff.	0	2	0	02	48	0			19700908		012.88	sieves	pipette		02.00	11.00	0	6.99																2.53			
20995002	Thomas G. Thompson	TT051	122_244	400	core, gravity undiff.	0	3	0	02	98	0			19700908		015.04	sieves	pipette		01.00	11.00	0	9.88																2.4			
20995002	Thomas G. Thompson	TT051	123_246	400	core, gravity undiff.	0	1	0	02	0	0			19700909		012.58	sieves	pipette		00.50	11.00	0	2.15																1.97			
20995002	Thomas G. Thompson	TT051	123_246	400	core, gravity undiff.	0	2	0	02	32	0			19700909		009.43	sieves	pipette		01.00	11.00	0	5.52																2.42			
20995002	Thomas G. Thompson	TT051	123_246	400	core, gravity undiff.	0	3	0	02	66	0			19700909		012.68	sieves	pipette		00.50	11.00	0	6.59																2.43			
20995002	Thomas G. Thompson	TT051	123_246	400	core, gravity undiff.	0	4	0	02	99	0			19700909		017.61	sieves	pipette		02.00	11.00	0	6.67																2.82			
20995002	Thomas G. Thompson	TT051	124_248	400	core, gravity undiff.	0	1	0	02	0	0			19700909		010.44	sieves	pipette		01.00	11.00	0	5.56																2.2			
20995002	Thomas G. Thompson	TT051	124_248	400	core, gravity undiff.	0	2	0	02	50	0			19700909		010.52	sieves	pipette		00.50	11.00	0	7.08																2.46			
20995002	Thomas G. Thompson	TT042	108_240	500	core, piston undiff.	0	30	0	02	450	0			19690904		031.88	sieves	pipette		00.50	11.00	0	.57																.85			
20995002	Thomas G. Thompson	TT042	108_240	500	core, piston undiff.	0	31	0	02	504	0			19690904		023.53	sieves	pipette		04.00	11.00	0	5.72																2.83			
20995002	Thomas G. Thompson	TT042	109_241	100	grab, undifferentiated	0	1	0	02					19690905		027.56	sieves	pipette		00.00	11.00	0	4.42																2.24			
20995002	Thomas G. Thompson	TT042	110_244	100	grab, undifferentiated	0	1	0	02					19690905		027.39	sieves	pipette		00.00	11.00	0	3.23																2.2			
20995002	Thomas G. Thompson	TT042	111_245	100	grab, undifferentiated	0	1	0	02					19690905		027.50	sieves	pipette		00.00	11.00	0	3.63																2.14			
20995002	Thomas G. Thompson	TT042	111_247	400	core, gravity undiff.	0	1	0	02	0	0			19690905		012.34	sieves	pipette		00.50	11.00	0	3.07																2.06			
20995002	Thomas G. Thompson	TT042	111_247	400	core, gravity undiff.	0	2	0	02	17	0			19690905		016.37	sieves	pipette		00.50	11.00	0	4.64																2.23			
20995002	Thomas G. Thompson	TT042	111_247	500	core, piston undiff.	0	3	0	02	0	0			19690905		027.78	sieves	pipette		00.50	11.00	0	1.33																1.12			
20995002	Thomas G. Thompson	TT042	111_247	500	core, piston undiff.	0	4	0	02	18	0			19690905		023.68	sieves	pipette		01.00	11.00	0	1.62																1.22			
20995002	Thomas G. Thompson	TT042	111_247	500	core, piston undiff.	0	5	0	02	22	0			19690905		023.67	sieves	pipette		00.00	11.00	0	2.07																2.2			
20995002	Thomas G. Thompson	TT042	111_247	500	core, piston undiff.	0	6	0	02	50	0			19690905		035.45	sieves	pipette		01.50	11.00	0	4																2.12			
20995002	Thomas G. Thompson	TT042	111_247	500	core, piston undiff.	0	7	0	02	63	0			19690905		028.18	sieves	pipette		00.00	11.00	0	3.08																1.93			
20995002	Thomas G. Thompson	TT042	111_247	500	core, piston undiff.	0	8	0	02	68	0			19690905		029.25	sieves	pipette		00.00	11.00	0	3.76																1.97			
20995002	Thomas G. Thompson	TT042	111_247	500	core, piston undiff.	0	9	0	02	91	0			19690905		024.57	sieves	pipette		00.50	11.00	0	2.87																1.77			
20995002	Thomas G. Thompson	TT042	111_247	500	core, piston undiff.	0	10	0	02	100	0			19690905		029.44	sieves	pipette		01.00	11.00	0	3.19																1.83			
20995002	Thomas G. Thompson	TT042	111_247	500	core, piston undiff.	0	11	0	02	132	0			19690905		017.72	sieves	pipette		00.00	11.00	0	2.65																1.72			
20995002	Thomas G. Thompson	TT042	112_248	100	grab, undifferentiated	0	1	0	02					19690905		030.26	sieves	pipette		00.00	11.00	0	4.44																2.48			
20995002	Thomas G. Thompson	TT042	112_249	400	core, gravity undiff.	0	1	0	02	0	0			19690905		020.25	sieves	pipette		00.00	11.00	0	4.35																2.34			
20995002	Thomas G. Thompson	TT042	112_249	400	core, gravity undiff.	0	2	0	02	10	0			19690905		021.60	sieves	pipette		00.50	11.00	0	6.74																2.53			
20995002	Thomas G. Thompson	TT042	112_249	400	core, gravity undiff.	0	3	0	02	18	0			19690905		024.03	sieves	pipette		01.50	11.00	0	4.18																2.41			
20995002	Thomas G. Thompson	TT042	112_249	400	core, gravity undiff.	0	4	0	02	29	0			19690905		023.20	sieves	pipette		00.50	11.00	0	3.88																2.36			
20995002	Thomas G. Thompson	TT042	113_250	100	grab, undifferentiated	0	1	0	02					19690905		022.73	sieves	pipette		01.00	11.00	0	6.38																2.34			
20995002	Thomas G. Thompson	TT042	113_252	400	core, gravity undiff.	0	1	0	02	0	0			19690905		013.42	sieves	pipette		01.00	11.00	0	10.85																2.4			
20995002	Thomas G. Thompson	TT042	113_252	400	core, gravity undiff.	0	2	0	02	17	0			19690905		009.64	sieves	pipette		01.50	11.00	0	5.88																2.36			
20995002	Thomas G. Thompson	TT042	113_252	500	core, piston undiff.	0	3	0	02	0	0			19690905		028.40	sieves	pipette		00.50	11.00	0	.99																1.2			
20995002	Thomas G. Thompson	TT042	113_252	500	core, piston undiff.	0	4	0	02	20	0			19690905		044.12	sieves	pipette		00.00	11.00	0	1.24																1.3			
20995002	Thomas G. Thompson	TT042	113_252	500	core, piston undiff.	0	5	0	02	31	0			19690905		035.68	sieves	pipette		00.00	11.00	0	1.15																1.4			
20995002	Thomas G. Thompson	TT042	113_252	500	core, piston undiff.	0	6	0	02	36	0			19690905		023.71	sieves	pipette		02.00	11.00	0	5.68																2.59			
20995002	Thomas G. Thompson	TT042	113_252	500	core, piston undiff.	0	7	0	02	63	0			19690905		021.81	sieves	pipette		00.00	11.00	0	5.81																2.54			
20995002	Thomas G. Thompson	TT042	113_252	500	core, piston undiff.	0	8	0	02	68	0			19690905		028.83	sieves	pipette		00.50	11.00	0	4.13																2.43			
20995002	Thomas G. Thompson	TT043	050_093	100	grab, undifferentiated	0	1	1	02					19690919		013.41	sieves	pipette		03.00	08.00	0	1.01																1.19			
20995002	Thomas G. Thompson	TT043	050_093	100	grab, undifferentiated	0	1	2	02					19690919		011.02	sieves	pipette		01.50	08.00	0	.82																1.08			
20995002	Thomas G. Thompson	TT043	052_097	100	grab, undifferentiated	0	1	0	02					19690919		017.59	sieves	pipette		01.00	11.00	0	1.39																1.8			
09995009	Staten Island	N00636	SI-1	401	core, gravity, phleger	0	1	1	02	0	0	5	0	19590731		009.38	sieves	pipette	04.00	-2.00	06.00		81												2.53			.33				
09995009	Staten Island	N00636	SI-1	401	core, gravity, phleger	0	2	1	02	20	0	25	0	19590731		019.56	sieves	pipette	04.00	-2.00	06.00		73												8.02							
09995009	Staten Island	N00636	SI-10	401	core, gravity, phleger	0	1	1	02	10	0	23	0	19590810		014.34	sieves	pipette	04.00	-2.00	06.00		84												8.23							
09995009	Staten Island	N00636	SI-10	401	core, gravity, phleger	0	2	1	02	23	0	30	0	19590810		015.85	sieves	pipette	04.00	-2.00	06.00	12	62												7.13							
09995009	Staten Island	N00636	SI-10	401	core, gravity, phleger	0	3	1	02	37	0	44	0	19590810		018.12	sieves	pipette	04.00	-2.00	06.00		75												8.03							
20995002	Thomas G. Thompson	TT042	013_030	500	core, piston undiff.	0	9	0	02	350	0			19690822		021.68	sieves	pipette		01.00	11.00	0	10.63																2.38			
20995002	Thomas G. Thompson	TT042	013_030	500	core, piston undiff.	0	10	0	02	400	0			19690822		015.67	sieves	pipette		00.00	11.00	0	11.13																2.29			
20995002	Thomas G. Thompson	TT042	114_255	500	core, piston undiff.	0	11	0	02	140	0			19690905		036.96	sieves	pipette		00.50	11.00	0	5.04																2.69			
20995002	Thomas G. Thompson	TT042	114_255	500	core, piston undiff.	0	12	0	02	145	0			19690905		046.24	sieves	pipette		01.00	11.00	0	2.83																1.92			
20995002	Thomas G. Thompson	TT042	114_255	500	core, piston undiff.	0	13	0	02	163	0			19690905		047.59	sieves	pipette		00.50	11.00	0	3.78																2.21			
20995002	Thomas G. Thompson	TT042	115_256	500	core, piston undiff.	0	1	0	02	0	0			19690905		020.55	sieves	pipette		01.00	11.00	0	5.27																2.33			
20995002	Thomas G. Thompson	TT042	115_256	500	core, piston undiff.	0	2	0	02	28	0			19690905		019.78	sieves	pipette		00.50	11.00	0	10.38																2.36			
20995002	Thomas G. Thompson	TT042	115_256	500	core, piston undiff.	0	3	0	02	33	0			19690905		012.96	sieves	pipette		00.50	11.00	0	9.75																2.35			
20995002	Thomas G. Thompson	TT042	115_256	500	core, piston undiff.	0	4	0	02	50	0			19690905		026.68	sieves	pipette		01.50	11.00	0	10.38																2.43			
20995002	Thomas G. Thompson	TT042	115_256	500	core, piston undiff.	0	5	0	02	100	0			19690905		028.06	sieves	pipette		01.00	11.00	0	12.33																2.48			
20995002	Thomas G. Thompson	TT042	115_256	500	core, piston undiff.	0	6	0	02	150	0			19690905		023.43	sieves	pipette		01.00	11.00	0	9.38																2.32			
20995002	Thomas G. Thompson	TT042	115_256	500	core, piston undiff.	0	7	0	02	200	0			19690905		028.03	sieves	pipette		01.00	11.00	0	8.11																2.33			
20995002	Thomas G. Thompson	TT042	115_256	500	core, piston undiff.	0	8	0	02	211	0			19690905		030.01	sieves	pipette		01.00	11.00	0	4.09																2.25			
20995002	Thomas G. Thompson	TT042	115_256	500	core, piston undiff.	0	9	0	02	250	0			19690905		028.72	sieves	pipette		01.00	11.00	0	10																2.74			
20995002	Thomas G. Thompson	TT042	115_256	500	core, piston undiff.	0	10	0	02	264	0			19690905		041.02	sieves	pipette		01.50	11.00	0	3.81																2.5			
20995002	Thomas G. Thompson	TT042	115_256	500	core, piston undiff.	0	11	0	02	270	0			19690905		033.51	sieves	pipette		02.50	11.00	0	4.83																2.64			
20995002	Thomas G. Thompson	TT042	115_256	500	core, piston undiff.	0	12	0	02	275	0			19690905		031.70	sieves	pipette		04.00	11.00	0	9.49																3			
20995002	Thomas G. Thompson	TT042	115_256	500	core, piston undiff.	0	13	0	02	288	0			19690905		029.34	sieves	pipette		01.00	11.00	0	14.68																2.52			
20995002	Thomas G. Thompson	TT042	115_256	500	core, piston undiff.	0	14	0	02	302	0			19690905		032.98	sieves	pipette		00.00	11.00	0	2.59																1.94			
20995002	Thomas G. Thompson	TT042	115_256	500	core, piston undiff.	0	15	0	02	315	0			19690905		041.31	sieves	pipette		01.00	11.00	0	8.78																2.27			
20995002	Thomas G. Thompson	TT042	115_256	500	core, piston undiff.	0	16	0	02	320	0			19690905		043.59	sieves	pipette		00.00	11.00	0	6.66																2.49			
20995002	Thomas G. Thompson	TT042	115_256	500	core, piston undiff.	0	17	0	02	333	0			19690905		018.52	sieves	pipette		00.00	11.00	0	7.58																2.36			
20995002	Thomas G. Thompson	TT042	115_256	500	core, piston undiff.	0	18	0	02	371	0			19690905		029.15	sieves	pipette		01.00	11.00	0	4.81																2.3			
20995002	Thomas G. Thompson	TT042	115_256	500	core, piston undiff.	0	19	0	02	435	0			19690905		040.00	sieves	pipette		00.00	11.00	0	5.98																2.3			
20995002	Thomas G. Thompson	TT042	115_256	500	core, piston undiff.	0	20	0	02	440	0			19690905		032.12	sieves	pipette		00.00	11.00	0	7.47																2.44			
20995002	Thomas G. Thompson	TT042	115_256	500	core, piston undiff.	0	21	0	02	445	0			19690905		047.48	sieves	pipette		00.50	11.00	0	2.81																1.92			
20995002	Thomas G. Thompson	TT042	115_256	500	core, piston undiff.	0	22	0	02	458	0			19690905		035.99	sieves	pipette		00.00	11.00	0	2.57																1.86			
20995002	Thomas G. Thompson	TT042	116_257	100	grab, undifferentiated	0	1	0	02					19690906		020.77	sieves	pipette		00.00	11.00	0	8.08																2.4			
20995002	Thomas G. Thompson	TT042	116_258	400	core, gravity undiff.	0	1	0	02	0	0			19690906		010.83	sieves	pipette		02.00	11.00	0	6.42																2.34			
20995002	Thomas G. Thompson	TT042	116_258	400	core, gravity undiff.	0	2	0	02	15	0			19690906		013.50	sieves	pipette		00.50	11.00	0	7.34																2.4			
20995002	Thomas G. Thompson	TT042	045_102	100	grab, undifferentiated	0	1	0	02					19690826		019.08	sieves	pipette		01.00	11.00	0	4.79																2.42			
20995002	Thomas G. Thompson	TT042	046_104	100	grab, undifferentiated	0	1	0	02					19690826		035.40	sieves	pipette		00.00	11.00	0	4.98																2.44			
20995002	Thomas G. Thompson	TT018	009_011	103	grab, van veen	0	1	2	02					19670722		055.42	sieves	pipette		04.00	11.00	0	3.63																2.85			
20995002	Thomas G. Thompson	TT018	009_011	103	grab, van veen	0	1	3	02					19670722		040.11	sieves	pipette		02.00	11.00	0	2.11																2.5			
20995002	Thomas G. Thompson	TT018	009_011	103	grab, van veen	0	1	4	02					19670722		053.74	sieves	pipette		00.50	11.00	0	2.71																2.56			
20995002	Thomas G. Thompson	TT018	010_012	103	grab, van veen	0	1	0	02					19670722		040.80	sieves	pipette		01.75	11.00	0	3.64																2.36			
20995002	Thomas G. Thompson	TT018	010_012	103	grab, van veen	0	1	1	02					19670722		030.08	sieves	pipette		03.00	11.00	0	3.79																2.72			
20995002	Thomas G. Thompson	TT018	010_012	103	grab, van veen	0	1	2	02					19670722		015.30	sieves	pipette		01.75	11.00	0	8.33																3.68			
20995002	Thomas G. Thompson	TT018	010_012	103	grab, van veen	0	1	3	02					19670722		037.29	sieves	pipette		00.50	11.00	0	.32																2.13			
20995002	Thomas G. Thompson	TT018	010_012	103	grab, van veen	0	1	4	02					19670722		044.04	sieves	pipette		02.00	11.00	0	1.63																2.56			
20995002	Thomas G. Thompson	TT018	010_012	103	grab, van veen	0	1	5	02					19670722		042.73	sieves	pipette		02.00	11.00	0	1.88																2.1			
20995002	Thomas G. Thompson	TT018	010_012	103	grab, van veen	0	1	6	02					19670722		038.63	sieves	pipette		02.00	11.00	0	1.65																2.59			
20995002	Thomas G. Thompson	TT018	010_012	103	grab, van veen	0	1	7	02					19670722		017.05	sieves	pipette		03.00	07.00	0	1.88																1.65			
20995002	Thomas G. Thompson	TT018	011_013	103	grab, van veen	0	1	0	02					19670722		056.08	sieves	pipette		01.00	11.00	0	1.88																2.05			
20995002	Thomas G. Thompson	TT018	011_013	103	grab, van veen	0	1	1	02					19670722		038.90	sieves	pipette		01.00	11.00	0	1.57																2.05			
20995002	Thomas G. Thompson	TT018	011_013	103	grab, van veen	0	1	2	02					19670722		048.13	sieves	pipette		01.00	11.00	0	2.12																2.16			
20995002	Thomas G. Thompson	TT018	011_013	103	grab, van veen	0	1	3	02					19670722		050.58	sieves	pipette		01.00	11.00	0	1.39																2.04			
20995002	Thomas G. Thompson	TT018	011_013	103	grab, van veen	0	1	4	02					19670722		049.53	sieves	pipette		01.00	11.00	0	2.55																2.19			
20995002	Thomas G. Thompson	TT018	011_013	103	grab, van veen	0	1	5	02					19670722		009.05	sieves	pipette		01.00	11.00	0	.68																1.38			
20995002	Thomas G. Thompson	TT018	012_014	103	grab, van veen	0	1	0	02					19670723		068.09	sieves	pipette		02.00	11.00	0	4.05																2.62			
20995002	Thomas G. Thompson	TT018	012_014	103	grab, van veen	0	1	1	02					19670723		059.91	sieves	pipette		03.00	11.00	0	2.86																3.78			
20995002	Thomas G. Thompson	TT018	013_015	103	grab, van veen	0	1	0	02					19670723		033.41	sieves	pipette		00.50	11.00	0	2.27																2.51			
20995002	Thomas G. Thompson	TT018	013_015	103	grab, van veen	0	1	1	02					19670723		047.06	sieves	pipette		01.50	11.00	0	4.33																2.83			
20995002	Thomas G. Thompson	TT018	013_015	103	grab, van veen	0	1	2	02					19670723		034.22	sieves	pipette		00.50	11.00	0	2.51																2.68			
20995002	Thomas G. Thompson	TT018	013_015	103	grab, van veen	0	1	3	02					19670723		024.12	sieves	pipette		00.50	11.00	0	3.65																2.87			
20995002	Thomas G. Thompson	TT018	014_016	0	unknown	0	1	0	02					19670723		041.70	sieves	pipette		00.50	11.00	0	2.27																1.68			
20995002	Thomas G. Thompson	TT018	014_017	0	unknown	0	1	0	02					19670723		034.92	sieves	pipette		00.00	11.00	0	3.47																2			
20995002	Thomas G. Thompson	TT018	014_018	103	grab, van veen	0	1	0	02					19670723		046.90	sieves	pipette		00.25	11.00	0	2.25																1.93			
20995002	Thomas G. Thompson	TT018	014_019	103	grab, van veen	0	1	0	02					19670723		052.04	sieves	pipette		01.00	11.00	0	1.2																1.51			
20995002	Thomas G. Thompson	TT018	014_019	103	grab, van veen	0	1	1	02					19670723		050.70	sieves	pipette		01.00	11.00	0	1.42																1.59			
20995002	Thomas G. Thompson	TT020	077_230	500	core, piston undiff.	0	1	0	02	1	0			19670912		015.22	sieves	pipette		00.50	11.00	0	8.32																2.5			
20995002	Thomas G. Thompson	TT020	077_230	500	core, piston undiff.	0	2	0	02	30	0			19670912		015.73	sieves	pipette		00.50	11.00	0	8.27																2.47			
20995002	Thomas G. Thompson	TT020	077_230	500	core, piston undiff.	0	3	0	02	61	0			19670912		026.59	sieves	pipette		02.00	11.00	0	5.4																2.05			
20995002	Thomas G. Thompson	TT020	077_230	500	core, piston undiff.	0	4	0	02	100	0			19670912		028.30	sieves	pipette		02.00	11.00	0	7.48																2.2			
20995002	Thomas G. Thompson	TT020	077_230	500	core, piston undiff.	0	5	0	02	120	0			19670912		022.99	sieves	pipette		01.00	11.00	0	4.31																2.18			
20995002	Thomas G. Thompson	TT020	077_230	500	core, piston undiff.	0	6	0	02	169	0			19670912		027.65	sieves	pipette		01.00	11.00	0	7.36																2.51			
20995002	Thomas G. Thompson	TT020	077_230	500	core, piston undiff.	0	7	0	02	199	0			19670912		028.78	sieves	pipette		00.50	11.00	0	10.03																2.44			
20995002	Thomas G. Thompson	TT020	077_230	500	core, piston undiff.	0	8	0	02	229	0			19670912		024.66	sieves	pipette		00.50	11.00	0	3.15																2.05			
20995002	Thomas G. Thompson	TT020	077_230	500	core, piston undiff.	0	9	0	02	268	0			19670912		024.35	sieves	pipette		01.50	11.00	0	7.5																2.47			
20995002	Thomas G. Thompson	TT020	077_230	500	core, piston undiff.	0	10	0	02	327	0			19670912		028.54	sieves	pipette		00.00	11.00	0	4.11																2.35			
20995002	Thomas G. Thompson	TT020	077_230	500	core, piston undiff.	0	11	0	02	388	0			19670912		021.40	sieves	pipette		00.00	11.00	0	4.4																2.37			
20995002	Thomas G. Thompson	TT020	077_230	500	core, piston undiff.	0	12	0	02	434	0			19670912		022.55	sieves	pipette		02.00	11.00	0	13.89																2.69			
20995002	Thomas G. Thompson	TT020	078_232	100	grab, undifferentiated	0	1	0	02					19670912		015.77	sieves	pipette		00.50	11.00	0	6.24																2.58			
20995002	Thomas G. Thompson	TT020	078_233	500	core, piston undiff.	0	1	0	02	2	0			19670912		019.48	sieves	pipette		01.00	11.00	0	7.68																2.57			
20995002	Thomas G. Thompson	TT020	078_233	500	core, piston undiff.	0	2	0	02	18	0			19670912		022.94	sieves	pipette		00.00	11.00	0	8.79																2.39			
20995002	Thomas G. Thompson	TT020	078_233	500	core, piston undiff.	0	3	0	02	50	0			19670912		025.19	sieves	pipette		00.50	11.00	0	3.28																2.07			
20995002	Thomas G. Thompson	TT020	078_233	500	core, piston undiff.	0	4	0	02	98	0			19670912		020.30	sieves	pipette		01.00	11.00	0	8.6																2.45			
20995002	Thomas G. Thompson	TT020	078_233	500	core, piston undiff.	0	5	0	02	143	0			19670912		019.46	sieves	pipette		01.50	11.00	0	7.23																2.4			
20995002	Thomas G. Thompson	TT020	038_105	500	core, piston undiff.	0	10	0	02	305	0			19670818		008.52	sieves	pipette		00.00	11.00	0	23.61																2.48			
20995002	Thomas G. Thompson	TT042	021_051	500	core, piston undiff.	0	35	0	02	655	0			19690823		030.69	sieves	pipette		02.00	11.00	0	9.43																2.6			
20995002	Thomas G. Thompson	TT042	021_051	500	core, piston undiff.	0	36	0	02	693	0			19690823		021.73	sieves	pipette		00.50	11.00	0	13.57																2.87			
20995002	Thomas G. Thompson	TT042	021_051	500	core, piston undiff.	0	37	0	02	712	0			19690823		025.46	sieves	pipette		00.50	11.00	0	13.31																2.79			
20995002	Thomas G. Thompson	TT042	021_051	500	core, piston undiff.	0	38	0	02	739	0			19690823		028.26	sieves	pipette		01.00	11.00	0	6.09																2.64			
20995002	Thomas G. Thompson	TT042	021_051	500	core, piston undiff.	0	39	0	02	744	0			19690823		022.69	sieves	pipette		02.00	11.00	0	9.7																2.83			
20995002	Thomas G. Thompson	TT042	021_051	500	core, piston undiff.	0	40	0	02	770	0			19690823		023.92	sieves	pipette		01.00	11.00	0	8.68																2.75			
20995002	Thomas G. Thompson	TT051	021_052	500	core, piston undiff.	0	20	0	02	417	0			19700823		083.86	sieves	pipette		05.00	11.00	0	1.23																3.25			
20995002	Thomas G. Thompson	TT051	022_053	100	grab, undifferentiated	0	1	0	02					19700823		070.25	sieves	pipette		00.50	11.00	0	2.04																1.7			
20995002	Thomas G. Thompson	TT051	023_055	100	grab, undifferentiated	0	1	0	02					19700823		062.81	sieves	pipette		00.50	11.00	0	2.11																1.74			
20995002	Thomas G. Thompson	TT051	024_057	100	grab, undifferentiated	0	1	0	02					19700824		063.26	sieves	pipette		01.00	11.00	0	2.62																1.86			
20995002	Thomas G. Thompson	TT051	024_058	400	core, gravity undiff.	0	1	0	02	0	0			19700824		009.26	sieves	pipette		00.50	11.00	0	3.29																1.89			
20995002	Thomas G. Thompson	TT051	025_060	400	core, gravity undiff.	0	1	0	02	0	0			19700824		012.12	sieves	pipette		00.00	11.00	0	1.16																1.71			
20995002	Thomas G. Thompson	TT051	025_060	400	core, gravity undiff.	0	2	0	02	5	0			19700824		009.96	sieves	pipette		00.00	11.00	0	2.31																1.83			
20995002	Thomas G. Thompson	TT051	026_062	400	core, gravity undiff.	0	1	0	02	0	0			19700824		011.12	sieves	pipette		00.00	11.00	0	2.38																1.82			
20995002	Thomas G. Thompson	TT051	027_064	400	core, gravity undiff.	0	1	0	02	0	0			19700824		012.96	sieves	pipette		01.00	11.00	0	3.36																2.05			
20995002	Thomas G. Thompson	TT051	028_065	100	grab, undifferentiated	0	1	0	02					19700824		083.95	sieves	pipette		00.50	11.00	0	2.13																1.8			
