"","lat","lon","wave_npv"
"10319",53.875,194.125,-1259586.125
"10450",54.125,194.125,-1259586.125
"10572",54.375,194.125,-1040831.25
"10811",54.875,194.125,-926498.625
"10942",55.125,194.125,-926498.625
"11084",55.375,194.125,-852533.8125
"11236",55.625,194.125,-852533.8125
"11394",55.875,194.125,-795863.0625
"11552",56.125,194.125,-795863.0625
"11710",56.375,194.125,-761647.5625
"11867",56.625,194.125,-761647.5625
"12022",56.875,194.125,-761647.5625
"12180",57.125,194.125,-761647.5625
"12344",57.375,194.125,-761647.5625
"12521",57.625,194.125,-761647.5625
"12707",57.875,194.125,-761647.5625
"12895",58.125,194.125,-761647.5625
"13089",58.375,194.125,-761647.5625
"13293",58.625,194.125,-762807.058238636
"13497",58.875,194.125,-764775.091235632
"13698",59.125,194.125,-765048.75
"13893",59.375,194.125,-765048.75
"14081",59.625,194.125,-765048.75
"10182",53.625,194.375,-1074564.59203297
"10320",53.875,194.375,-1192159.65234375
"10452",54.125,194.375,-1192308.05984043
"10573",54.375,194.375,-1035481.97894022
"10812",54.875,194.375,-918886.307065217
"10943",55.125,194.375,-918886.307065217
"10183",53.625,194.625,-1068200.625
"10321",53.875,194.625,-1185184.5
"10454",54.125,194.625,-1185184.5
"10574",54.375,194.625,-1034901.9375
"10813",54.875,194.625,-918060.875
"12346",57.375,194.625,-732899.25
"12523",57.625,194.625,-732899.25
"12709",57.875,194.625,-732899.25
"12897",58.125,194.625,-732899.25
"13091",58.375,194.625,-732899.25
"13295",58.625,194.625,-732899.25
"13499",58.875,194.625,-732899.25
"13700",59.125,194.625,-732899.25
"13895",59.375,194.625,-742618.86627907
"10184",53.625,194.875,-1015070.90725806
"10322",53.875,194.875,-1096632.91237113
"10455",54.125,194.875,-1097851.02631579
"10576",54.375,194.875,-1040962.30040323
"10691",54.625,194.875,-1040975.97039474
"10814",54.875,194.875,-920396.585526316
"10945",55.125,194.875,-920444.375
"11087",55.375,194.875,-819411.12706044
"11239",55.625,194.875,-819392.768342391
"11397",55.875,194.875,-750749.989130435
"11555",56.125,194.875,-751017.518543956
"11713",56.375,194.875,-708266.64375
"11870",56.625,194.875,-707962.5375
"12025",56.875,194.875,-708207.144701087
"12183",57.125,194.875,-708236.567307692
"12347",57.375,194.875,-708266.64375
"12524",57.625,194.875,-708017.829545455
"12710",57.875,194.875,-708236.567307692
"12898",58.125,194.875,-708328.847301136
"13092",58.375,194.875,-708236.567307692
"13296",58.625,194.875,-708297.396067416
"13896",59.375,194.875,-708017.829545455
"10185",53.625,195.125,-1009378.4375
"10323",53.875,195.125,-1087576.5
"10456",54.125,195.125,-1087576.5
"10578",54.375,195.125,-1041611.625
"12184",57.125,195.125,-705529.6875
"10186",53.625,195.375,-975880.205729167
"10324",53.875,195.375,-973568.604166667
"10457",54.125,195.375,-976296.065789474
"10579",54.375,195.375,-1030651.45430108
"10816",54.875,195.375,-932760.759973404
"10947",55.125,195.375,-931405.171052632
"11089",55.375,195.375,-805324.169157609
"11241",55.625,195.375,-804642.003360215
"11399",55.875,195.375,-730183.925824176
"11557",56.125,195.375,-730206.63125
"11715",56.375,195.375,-680680.589972527
"11872",56.625,195.375,-680710.89375
"12027",56.875,195.375,-680680.589972527
"12185",57.125,195.375,-680650.944972826
"12349",57.375,195.375,-681017.298611111
"12526",57.625,195.375,-680710.89375
"12712",57.875,195.375,-680404.488888889
"12900",58.125,195.375,-680983.627747253
"13094",58.375,195.375,-680805.984913793
"13298",58.625,195.375,-680983.627747253
"13502",58.875,195.375,-680548.679411765
"13703",59.125,195.375,-680983.627747253
"13898",59.375,195.375,-680839.15625
"10187",53.625,195.625,-971985.0625
"10325",53.875,195.625,-963204.25
"10458",54.125,195.625,-963204.25
"10580",54.375,195.625,-977166.514473684
"10694",54.625,195.625,-971112.543010753
"11400",55.875,195.625,-728140.4375
"10188",53.625,195.875,-934108.915558511
"10326",53.875,195.875,-901936.388815789
"10459",54.125,195.875,-903344.845394737
"10581",54.375,195.875,-975609.625
"10695",54.625,195.875,-975609.625
"11091",55.375,195.875,-794924.411005435
"11243",55.625,195.875,-795021.780913978
"11401",55.875,195.875,-711260.191576087
"11559",56.125,195.875,-710866.575549451
"11717",56.375,195.875,-656248.866071429
"11874",56.625,195.875,-655736.773611111
"12029",56.875,195.875,-655980.910714286
"12187",57.125,195.875,-655954.697690217
"12351",57.375,195.875,-655980.910714286
"12528",57.625,195.875,-656063.124289773
"12714",57.875,195.875,-656007.70625
"12902",58.125,195.875,-656007.70625
"13096",58.375,195.875,-656372.063936782
"13300",58.625,195.875,-655980.910714286
"13504",58.875,195.875,-656340.214488636
"13705",59.125,195.875,-655736.773611111
"13900",59.375,195.875,-635727.971656977
"10327",53.875,196.125,-896302.5625
"10460",54.125,196.125,-896302.5625
"10582",54.375,196.125,-975609.625
"10696",54.625,196.125,-975609.625
"11092",55.375,196.125,-793942.5
"11244",55.625,196.125,-793942.5
"11402",55.875,196.125,-709201.625
"11560",56.125,196.125,-708603.428091398
"11718",56.375,196.125,-653569.3125
"11875",56.625,196.125,-653569.3125
"12030",56.875,196.125,-653569.3125
"12188",57.125,196.125,-653569.3125
"12352",57.375,196.125,-653569.3125
"12529",57.625,196.125,-653569.3125
"12715",57.875,196.125,-653569.3125
"12903",58.125,196.125,-653569.3125
"13097",58.375,196.125,-653569.3125
"13301",58.625,196.125,-653569.3125
"13505",58.875,196.125,-648180.84375
"13706",59.125,196.125,-576501.678052326
"13901",59.375,196.125,-497244.504807692
"10328",53.875,196.375,-855308.066489362
"10461",54.125,196.375,-856211.25
"10583",54.375,196.375,-933869.204787234
"10697",54.625,196.375,-934839.912234043
"12031",56.875,196.375,-633178.276098901
"10329",53.875,196.625,-851494.625
"10462",54.125,196.625,-851494.625
"10584",54.375,196.625,-929986.375
"10698",54.625,196.625,-929986.375
"10821",54.875,196.625,-1110927.50403226
"11094",55.375,196.625,-798295.6875
"11246",55.625,196.625,-798295.6875
"11404",55.875,196.625,-693051.5625
"11562",56.125,196.625,-693051.5625
"11720",56.375,196.625,-631212.875
"11877",56.625,196.625,-631212.875
"12032",56.875,196.625,-631212.875
"12190",57.125,196.625,-631212.875
"12354",57.375,196.625,-631212.875
"12531",57.625,196.625,-631212.875
"12717",57.875,196.625,-631212.875
"12905",58.125,196.625,-631212.875
"13099",58.375,196.625,-575493.825
"13303",58.625,196.625,-498246.960227273
"13507",58.875,196.625,-491915.25
"13708",59.125,196.625,-491915.25
"10330",53.875,196.875,-820590.204787234
"10463",54.125,196.875,-821347.552419355
"10585",54.375,196.875,-990010.713037634
"10699",54.625,196.875,-988673.5
"10822",54.875,196.875,-1154353.375
"10953",55.125,196.875,-1154353.375
"12718",57.875,196.875,-610806.773351648
"10464",54.125,197.125,-817715.375
"10586",54.375,197.125,-995660.0625
"10700",54.625,197.125,-995660.0625
"10823",54.875,197.125,-1154353.375
"11248",55.625,197.125,-853860.928091398
"11406",55.875,197.125,-680641.3125
"11564",56.125,197.125,-679881.335164835
"11722",56.375,197.125,-611483.375
"11879",56.625,197.125,-611483.375
"12034",56.875,197.125,-611483.375
"12192",57.125,197.125,-611483.375
"12356",57.375,197.125,-611483.375
"12533",57.625,197.125,-606169.236111111
"12719",57.875,197.125,-523800.083333333
"12907",58.125,197.125,-491915.25
"13305",58.625,197.125,-491915.25
"10465",54.125,197.375,-795328.754032258
"10587",54.375,197.375,-1027966.19153226
"10701",54.625,197.375,-1028941.42741935
"10824",54.875,197.375,-1157515.55053191
"10955",55.125,197.375,-1157545.83016304
"11723",56.375,197.375,-596065.839972527
"11880",56.625,197.375,-596233.421875
"12534",57.625,197.375,-516451.958559783
"12720",57.875,197.375,-491915.25
"12908",58.125,197.375,-491915.25
"13102",58.375,197.375,-491915.25
"13306",58.625,197.375,-491915.25
"10466",54.125,197.625,-795440.68618421
"10588",54.375,197.625,-1031427.5625
"10825",54.875,197.625,-1157892
"10956",55.125,197.625,-1157892
"11408",55.875,197.625,-677321.875
"11566",56.125,197.625,-677321.875
"13307",58.625,197.625,-491915.25
"10467",54.125,197.875,-755105.631048387
"10589",54.375,197.875,-893552.344758064
"10703",54.625,197.875,-894680.787760417
"10826",54.875,197.875,-1136915.05434783
"10957",55.125,197.875,-1137387.65322581
"11409",55.875,197.875,-692183.304945055
"11567",56.125,197.875,-692201.034646739
"11725",56.375,197.875,-580695.230082418
"11882",56.625,197.875,-580695.230082418
"12037",56.875,197.875,-580695.230082418
"12195",57.125,197.875,-540619.767361111
"12359",57.375,197.875,-491915.25
"12536",57.625,197.875,-491915.25
"12722",57.875,197.875,-491915.25
"12910",58.125,197.875,-491915.25
"13104",58.375,197.875,-491915.25
"10468",54.125,198.125,-751053
"10590",54.375,198.125,-878780
"10704",54.625,198.125,-878780
"10827",54.875,198.125,-1134917.25
"10958",55.125,198.125,-1134917.25
"11100",55.375,198.125,-1134917.25
"13105",58.375,198.125,-491915.25
"10469",54.125,198.375,-710291.317819149
"10591",54.375,198.375,-758875.026595745
"10705",54.625,198.375,-758875.026595745
"10828",54.875,198.375,-988870.866847826
"10959",55.125,198.375,-988574.926861702
"11101",55.375,198.375,-990609.514266304
"11253",55.625,198.375,-724118.179347826
"11727",56.375,198.375,-571172.245923913
"11884",56.625,198.375,-571074.696331522
"12039",56.875,198.375,-530884.227083333
"12197",57.125,198.375,-491915.25
"12361",57.375,198.375,-491915.25
"12538",57.625,198.375,-491915.25
"12724",57.875,198.375,-491915.25
"12912",58.125,198.375,-491915.25
"10470",54.125,198.625,-705975.375
"10592",54.375,198.625,-744600.625
"10706",54.625,198.625,-744600.625
"10829",54.875,198.625,-974961.6875
"10960",55.125,198.625,-974961.6875
"11102",55.375,198.625,-974961.6875
"11254",55.625,198.625,-727004.25
"11728",56.375,198.625,-570196.75
"12539",57.625,198.625,-491915.25
"12725",57.875,198.625,-491915.25
"12913",58.125,198.625,-491915.25
"13107",58.375,198.625,-491915.25
"10471",54.125,198.875,-709558.127659575
"10593",54.375,198.875,-691969.021052632
"10707",54.625,198.875,-692900.534646739
"10830",54.875,198.875,-829208.672207447
"10961",55.125,198.875,-831107.794354839
"11103",55.375,198.875,-829208.672207447
"11729",56.375,198.875,-570846.385989011
"11886",56.625,198.875,-570845.59375
"10472",54.125,199.125,-710017.4625
"10594",54.375,199.125,-686461.0625
"10708",54.625,199.125,-687801.219736842
"10831",54.875,199.125,-813776
"10962",55.125,199.125,-813776
"11104",55.375,199.125,-822151.044354839
"11730",56.375,199.125,-570917.6875
"11887",56.625,199.125,-570917.6875
"12042",56.875,199.125,-491915.25
"12200",57.125,199.125,-491915.25
"12364",57.375,199.125,-491915.25
"12541",57.625,199.125,-491915.25
"12727",57.875,199.125,-491915.25
"12915",58.125,199.125,-491915.25
"13109",58.375,199.125,-491915.25
"10473",54.125,199.375,-680077.288306452
"10595",54.375,199.375,-645312.121010638
"10709",54.625,199.375,-645836.901209677
"10832",54.875,199.375,-786882.326612903
"10963",55.125,199.375,-786558.306451613
"11105",55.375,199.375,-863842.353940217
"11257",55.625,199.375,-888802.66576087
"12916",58.125,199.375,-491915.25
"13110",58.375,199.375,-491915.25
"10474",54.125,199.625,-676842.5625
"10596",54.375,199.625,-641484.3125
"10710",54.625,199.625,-641484.3125
"10833",54.875,199.625,-783642.125
"10964",55.125,199.625,-783642.125
"11106",55.375,199.625,-912631.691532258
"11258",55.625,199.625,-943589.1875
"11889",56.625,199.625,-582418.75
"12044",56.875,199.625,-529707.92032967
"12202",57.125,199.625,-491915.25
"12366",57.375,199.625,-491915.25
"12543",57.625,199.625,-491915.25
"12729",57.875,199.625,-491915.25
"12917",58.125,199.625,-491915.25
"10597",54.375,199.875,-607814.442819149
"10711",54.625,199.875,-608925.928191489
"10834",54.875,199.875,-864153.466711957
"10965",55.125,199.875,-861413.738575269
"11107",55.375,199.875,-943589.1875
"11259",55.625,199.875,-943589.1875
"12367",57.375,199.875,-491915.25
"12544",57.625,199.875,-491915.25
"12730",57.875,199.875,-491915.25
"12918",58.125,199.875,-491915.25
"13112",58.375,199.875,-491915.25
"10598",54.375,200.125,-603806.125
"10712",54.625,200.125,-606676.852822581
"10835",54.875,200.125,-870783.8125
"10966",55.125,200.125,-871558.337765957
"11108",55.375,200.125,-943589.1875
"11260",55.625,200.125,-943589.1875
"11418",55.875,200.125,-943589.1875
"11891",56.625,200.125,-582418.75
"12046",56.875,200.125,-578396.372222222
"13113",58.375,200.125,-491915.25
"10599",54.375,200.375,-575518.955645161
"10713",54.625,200.375,-575182.203629032
"10836",54.875,200.375,-887749.009868421
"10967",55.125,200.375,-887691.11548913
"11109",55.375,200.375,-868269.22486413
"11261",55.625,200.375,-867441.532967033
"11419",55.875,200.375,-868269.22486413
"11892",56.625,200.375,-582418.75
"12047",56.875,200.375,-582418.75
"12205",57.125,200.375,-518767.936813187
"12369",57.375,200.375,-491915.25
"12546",57.625,200.375,-491915.25
"12732",57.875,200.375,-491915.25
"12920",58.125,200.375,-491915.25
"13114",58.375,200.375,-491915.25
"10600",54.375,200.625,-572488.1875
"10714",54.625,200.625,-575897.179435484
"10968",55.125,200.625,-889208.067204301
"11110",55.375,200.625,-860102
"11262",55.625,200.625,-860102
"11420",55.875,200.625,-860102
"13115",58.375,200.625,-491915.25
"10601",54.375,200.875,-547710.40188172
"10715",54.625,200.875,-548293.408602151
"10838",54.875,200.875,-717572.065188172
"10969",55.125,200.875,-719792.933423913
"11111",55.375,200.875,-755016.532258064
"11263",55.625,200.875,-756267.549731183
"11421",55.875,200.875,-753874.298913043
"12049",56.875,200.875,-582418.75
"12207",57.125,200.875,-571478.766483516
"12371",57.375,200.875,-491915.25
"12548",57.625,200.875,-491915.25
"10602",54.375,201.125,-545378.375
"10716",54.625,201.125,-545378.375
"10839",54.875,201.125,-701388.3125
"10970",55.125,201.125,-701388.3125
"11112",55.375,201.125,-743757.375
"11264",55.625,201.125,-743757.375
"11422",55.875,201.125,-740188.42798913
"12549",57.625,201.125,-525247.957865169
"12735",57.875,201.125,-491915.25
"12923",58.125,201.125,-491915.25
"10717",54.625,201.375,-539384.644736842
"10840",54.875,201.375,-575264.252717391
"10971",55.125,201.375,-575396.250686813
"11113",55.375,201.375,-660991.125
"11265",55.625,201.375,-660159.083333333
"11423",55.875,201.375,-671239.039402174
"11581",56.125,201.375,-678088.75
"10718",54.625,201.625,-538679.5
"10841",54.875,201.625,-563252.4375
"10972",55.125,201.625,-563252.4375
"11114",55.375,201.625,-653108.625
"11266",55.625,201.625,-653108.625
"11424",55.875,201.625,-673696.64010989
"11582",56.125,201.625,-678088.75
"11740",56.375,201.625,-677921.648351648
"12374",57.375,201.625,-677328.4375
"12551",57.625,201.625,-585505.156601124
"12737",57.875,201.625,-549636.6875
"12925",58.125,201.625,-549636.6875
"10719",54.625,201.875,-536394.039650538
"10842",54.875,201.875,-508671.772177419
"10973",55.125,201.875,-508671.772177419
"11115",55.375,201.875,-600759.633064516
"11267",55.625,201.875,-602198.855718085
"11425",55.875,201.875,-678088.75
"11583",56.125,201.875,-678088.75
"11741",56.375,201.875,-677700.329483696
"10720",54.625,202.125,-535820.280577957
"10843",54.875,202.125,-502823.84375
"10974",55.125,202.125,-503816.606854839
"11116",55.375,202.125,-595150.8125
"11268",55.625,202.125,-595150.8125
"11426",55.875,202.125,-678088.75
"11584",56.125,202.125,-678088.75
"11742",56.375,202.125,-677463.604166667
"11899",56.625,202.125,-677328.4375
"10844",54.875,202.375,-470115.396276596
"10975",55.125,202.375,-471414.218410326
"11117",55.375,202.375,-549607.627016129
"11269",55.625,202.375,-549714.871565934
"11427",55.875,202.375,-656392.08763587
"11585",56.125,202.375,-656392.08763587
"11743",56.375,202.375,-677328.4375
"11900",56.625,202.375,-677328.4375
"10845",54.875,202.625,-467072.75
"10976",55.125,202.625,-467907.752688172
"11118",55.375,202.625,-544728
"11270",55.625,202.625,-545916.167798913
"11428",55.875,202.625,-654039.4375
"11586",56.125,202.625,-654295.360576923
"11744",56.375,202.625,-677328.4375
"11901",56.625,202.625,-677328.4375
"12056",56.875,202.625,-666102.789148352
"10846",54.875,202.875,-456447.241356383
"10977",55.125,202.875,-456585.688844086
"11119",55.375,202.875,-486999.056451613
"11271",55.625,202.875,-488040.798913043
"11429",55.875,202.875,-578556.348790323
"11587",56.125,202.875,-579150.851902174
"11745",56.375,202.875,-623034.750686813
"11902",56.625,202.875,-623100.9625
"12057",56.875,202.875,-584431.695652174
"10847",54.875,203.125,-455322.1875
"10978",55.125,203.125,-455322.1875
"11120",55.375,203.125,-480813.8125
"11272",55.625,203.125,-481788.324048913
"11430",55.875,203.125,-570468.875
"11588",56.125,203.125,-570975.470788043
"11746",56.375,203.125,-617075.6875
"11903",56.625,203.125,-617075.6875
"12058",56.875,203.125,-561760.552668539
"10979",55.125,203.375,-456275.179601648
"11121",55.375,203.375,-452032.578629032
"11273",55.625,203.375,-452412.455163043
"11431",55.875,203.375,-534387.451086957
"11589",56.125,203.375,-534859.473901099
"11747",56.375,203.375,-568234.585597826
"11904",56.625,203.375,-567551.695741758
"12059",56.875,203.375,-549636.6875
"10980",55.125,203.625,-456059.90625
"11122",55.375,203.625,-448948.875
"11274",55.625,203.625,-449830.619623656
"11432",55.875,203.625,-530951.125
"11590",56.125,203.625,-531298.814538043
"11748",56.375,203.625,-562938.5625
"11905",56.625,203.625,-562938.5625
"12060",56.875,203.625,-549636.6875
"12382",57.375,203.625,-552759.614697802
"10981",55.125,203.875,-465002.790865385
"11123",55.375,203.875,-428317.849184783
"11275",55.625,203.875,-429470.591733871
"11433",55.875,203.875,-514245.767663043
"11591",56.125,203.875,-514596.256384409
"11749",56.375,203.875,-532283.319293478
"11906",56.625,203.875,-531249.996488764
"12061",56.875,203.875,-544651.639423077
"12219",57.125,203.875,-544780.65625
"12383",57.375,203.875,-561298.557692308
"10982",55.125,204.125,-465748.03125
"11124",55.375,204.125,-426080.75
"11276",55.625,204.125,-427922.750664894
"11434",55.875,204.125,-512654.78125
"11592",56.125,204.125,-513000.218070652
"11750",56.375,204.125,-528544.875
"11907",56.625,204.125,-528544.875
"12062",56.875,204.125,-544104.5
"12220",57.125,204.125,-544104.5
"12384",57.375,204.125,-570185.186797753
"11125",55.375,204.375,-429791.329144022
"11277",55.625,204.375,-431118.469089674
"11593",56.125,204.375,-552450.916081461
"11751",56.375,204.375,-526721.058333333
"11908",56.625,204.375,-526721.058333333
"12063",56.875,204.375,-562152.094429348
"12221",57.125,204.375,-561934.653532609
"12385",57.375,204.375,-575471.8125
"12562",57.625,204.375,-575471.8125
"11278",55.625,204.625,-432838.49388587
"11436",55.875,204.625,-556209.9375
"11594",56.125,204.625,-555887.472146739
"11752",56.375,204.625,-526543.125
"11909",56.625,204.625,-526543.125
"12064",56.875,204.625,-564109.0625
"12222",57.125,204.625,-564109.0625
"12386",57.375,204.625,-575471.8125
"12563",57.625,204.625,-575471.8125
"12749",57.875,204.625,-588289.343406593
"11279",55.625,204.875,-420063.866168478
"11437",55.875,204.875,-479144.893543956
"11595",56.125,204.875,-480483.208333333
"11753",56.375,204.875,-577195.265277778
"11910",56.625,204.875,-576638.648351648
"12065",56.875,204.875,-625220.558379121
"12223",57.125,204.875,-626662.420833333
"12387",57.375,204.875,-629097.37293956
"12564",57.625,204.875,-629759.416895604
"12750",57.875,204.875,-658476.027698864
"11280",55.625,205.125,-418474.5
"11438",55.875,205.125,-471716.9375
"11596",56.125,205.125,-471716.9375
"12066",56.875,205.125,-632765.1875
"12224",57.125,205.125,-632797.633928571
"12388",57.375,205.125,-635717.8125
"12565",57.625,205.125,-635717.8125
"12751",57.875,205.125,-673456.771978022
"11281",55.625,205.375,-427503.106182796
"11439",55.875,205.375,-447265.795698925
"11597",56.125,205.375,-449222.703296703
"11755",56.375,205.375,-662482.350961538
"11912",56.625,205.375,-662159.338315217
"12067",56.875,205.375,-636999.864697802
"12225",57.125,205.375,-632797.994444444
"12389",57.375,205.375,-635717.8125
"12566",57.625,205.375,-641891.736657303
"12752",57.875,205.375,-681507.75
"12940",58.125,205.375,-681507.75
"11282",55.625,205.625,-428453.851902174
"11440",55.875,205.625,-444319.875
"11598",56.125,205.625,-444319.875
"11756",56.375,205.625,-671300.75
"11913",56.625,205.625,-671300.75
"12068",56.875,205.625,-648856.960851648
"12567",57.625,205.625,-654335.699175824
"12753",57.875,205.625,-681507.75
"12941",58.125,205.625,-681507.75
"11441",55.875,205.875,-438405.493206522
"11599",56.125,205.875,-440444.964673913
"11757",56.375,205.875,-624168.940934066
"11914",56.625,205.875,-624168.940934066
"12069",56.875,205.875,-619400.878396739
"12568",57.625,205.875,-667502.538352273
"12754",57.875,205.875,-675475.864697802
"12942",58.125,205.875,-675408.84375
"13136",58.375,205.875,-609818.845505618
"11442",55.875,206.125,-437842.21875
"11600",56.125,206.125,-439811.280910326
"11758",56.375,206.125,-618995.9375
"11915",56.625,206.125,-618995.9375
"12070",56.875,206.125,-613946.684691011
"12228",57.125,206.125,-612923.1875
"12569",57.625,206.125,-674731.1875
"12755",57.875,206.125,-674731.1875
"12943",58.125,206.125,-674731.1875
"13137",58.375,206.125,-579488.378551136
"13739",59.125,206.125,-535013.863505747
"13930",59.375,206.125,-327971.890625
"11443",55.875,206.375,-401532.90455163
"11601",56.125,206.375,-402184.241935484
"11759",56.375,206.375,-477796.146875
"11916",56.625,206.375,-479094.387907609
"12071",56.875,206.375,-612923.1875
"12229",57.125,206.375,-612923.1875
"12756",57.875,206.375,-674731.1875
"12944",58.125,206.375,-659663.561095506
"13138",58.375,206.375,-562979.625
"13342",58.625,206.375,-562979.625
"13740",59.125,206.375,-412624.379213483
"13931",59.375,206.375,-319677.5
"11602",56.125,206.625,-397595.75
"11760",56.375,206.625,-462107.28125
"11917",56.625,206.625,-463764.598901099
"12072",56.875,206.625,-612923.1875
"12230",57.125,206.625,-612923.1875
"12757",57.875,206.625,-674731.1875
"12945",58.125,206.625,-627547.194444444
"13139",58.375,206.625,-562979.625
"13343",58.625,206.625,-562979.625
"13544",58.875,206.625,-524707.380617978
"13741",59.125,206.625,-322442.296875
"13932",59.375,206.625,-319677.5
"14108",59.625,206.625,-319677.5
"11603",56.125,206.875,-400582.310782967
"11761",56.375,206.875,-386670.322458791
"11918",56.625,206.875,-388441.631453804
"12073",56.875,206.875,-478837.998626374
"12231",57.125,206.875,-482068.967032967
"12395",57.375,206.875,-480615.03125
"12758",57.875,206.875,-537755.324087079
"12946",58.125,206.875,-532734.548611111
"13140",58.375,206.875,-526377.686797753
"13344",58.625,206.875,-526835.211025281
"13545",58.875,206.875,-406184.799157303
"13742",59.125,206.875,-319677.5
"13933",59.375,206.875,-319677.5
"14109",59.625,206.875,-319677.5
"11604",56.125,207.125,-400896.990149457
"11762",56.375,207.125,-378390.65625
"11919",56.625,207.125,-378390.65625
"12074",56.875,207.125,-465914.125
"12232",57.125,207.125,-465914.125
"12396",57.375,207.125,-445205.409340659
"12759",57.875,207.125,-524226.84375
"13141",58.375,207.125,-522259.96875
"13345",58.625,207.125,-522259.96875
"13546",58.875,207.125,-351544.405196629
"13743",59.125,207.125,-319677.5
"13934",59.375,207.125,-319677.5
"14110",59.625,207.125,-319677.5
"14282",59.875,207.125,-319677.5
"11763",56.375,207.375,-339511.626373626
"11920",56.625,207.375,-340074.229619565
"12075",56.875,207.375,-359068.665972222
"12233",57.125,207.375,-359068.665972222
"12397",57.375,207.375,-334809.204861111
"12574",57.625,207.375,-410500.673103933
"12760",57.875,207.375,-524226.84375
"12948",58.125,207.375,-524226.84375
"13142",58.375,207.375,-522461.126420455
"13346",58.625,207.375,-501774.101123595
"13547",58.875,207.375,-319677.5
"13744",59.125,207.375,-319677.5
"13935",59.375,207.375,-319677.5
"14111",59.625,207.375,-319677.5
"14283",59.875,207.375,-319677.5
"11764",56.375,207.625,-335764.25
"11921",56.625,207.625,-335764.25
"12076",56.875,207.625,-348644.71875
"12234",57.125,207.625,-348644.71875
"12398",57.375,207.625,-314991.752403846
"12575",57.625,207.625,-349550.973611111
"12761",57.875,207.625,-524226.84375
"12949",58.125,207.625,-524226.84375
"13143",58.375,207.625,-336918.513194444
"13347",58.625,207.625,-303936.590198864
"13548",58.875,207.625,-319677.5
"13745",59.125,207.625,-319677.5
"13936",59.375,207.625,-319677.5
"14112",59.625,207.625,-319677.5
"14284",59.875,207.625,-319677.5
"11765",56.375,207.875,-308471.027553763
"11922",56.625,207.875,-307675.317307692
"12077",56.875,207.875,-286994.926388889
"12235",57.125,207.875,-288206.020040761
"12399",57.375,207.875,-308873.03125
"12576",57.625,207.875,-309153.524038462
"12762",57.875,207.875,-355258.201236264
"12950",58.125,207.875,-350161.204353933
"13144",58.375,207.875,-276550.15625
"13348",58.625,207.875,-275022.234199438
"13549",58.875,207.875,-221043.004213483
"13746",59.125,207.875,-219922.157670455
"13937",59.375,207.875,-219794.466292135
"14113",59.625,207.875,-219922.157670455
"14285",59.875,207.875,-220052.784482759
"11766",56.375,208.125,-305182.6875
"11923",56.625,208.125,-305182.6875
"12078",56.875,208.125,-280980.3125
"12236",57.125,208.125,-280980.3125
"12400",57.375,208.125,-308873.03125
"12577",57.625,208.125,-309156.640625
"12763",57.875,208.125,-334397.875
"12951",58.125,208.125,-334397.875
"13145",58.375,208.125,-276550.15625
"13349",58.625,208.125,-276550.15625
"13550",58.875,208.125,-208557.625
"13747",59.125,208.125,-208557.625
"14114",59.625,208.125,-208557.625
"14286",59.875,208.125,-208557.625
"12079",56.875,208.375,-246205.848611111
"12237",57.125,208.375,-247462.756944444
"12401",57.375,208.375,-220692.422046703
"12578",57.625,208.375,-220909.913272472
"12764",57.875,208.375,-201007.890625
"12952",58.125,208.375,-201174.41994382
"13146",58.375,208.375,-154617.336805556
"13350",58.625,208.375,-150412.756824713
"13551",58.875,208.375,-125356.834288194
"13748",59.125,208.375,-122388.796875
"13939",59.375,208.375,-124421.993943118
"14115",59.625,208.375,-123577.332435345
"12080",56.875,208.625,-243273.0625
"12238",57.125,208.625,-242571.779891304
"12402",57.375,208.625,-211014.0625
"12579",57.625,208.625,-211014.0625
"12765",57.875,208.625,-186186.78125
"12953",58.125,208.625,-185134.84761236
"13147",58.375,208.625,-139375.734375
"13351",58.625,208.625,-139091.247482639
"13552",58.875,208.625,-113771.9140625
"13749",59.125,208.625,-113771.9140625
"14116",59.625,208.625,-112290.279614826
"12081",56.875,208.875,-228712.750351124
"12239",57.125,208.875,-227548.04893544
"12403",57.375,208.875,-173216.810546875
"12580",57.625,208.875,-171101.071671196
"12766",57.875,208.875,-129167.121354167
"12954",58.125,208.875,-130856.186813187
"13148",58.375,208.875,-86034.8698508523
"13352",58.625,208.875,-84996.1620869253
"13553",58.875,208.875,-73617.9518960674
"13750",59.125,208.875,-73109.6738939607
"14117",59.625,208.875,-89202.3755266854
"12082",56.875,209.125,-227469.796875
"12240",57.125,209.125,-226173.001358696
"12404",57.375,209.125,-167817.203125
"12581",57.625,209.125,-166851.448263889
"12767",57.875,209.125,-124358.234375
"12955",58.125,209.125,-123371.563888889
"13149",58.375,209.125,-79958.0625
"13353",58.625,209.125,-79707.0099587912
"13554",58.875,209.125,-68535.171875
"13751",59.125,209.125,-68535.171875
"12405",57.375,209.375,-148476.478708791
"12582",57.625,209.375,-147223.6109375
"12768",57.875,209.375,-101805.650173611
"12956",58.125,209.375,-101827.021242978
"13150",58.375,209.375,-62689.3678019663
"13354",58.625,209.375,-62535.2333216292
"13555",58.875,209.375,-46879.6582255747
"13752",59.125,209.375,-47997.0575490552
"13943",59.375,209.375,-76572.490391523
"14119",59.625,209.375,-95568.9765625
"12406",57.375,209.625,-146612.3125
"12583",57.625,209.625,-145585.74793956
"12769",57.875,209.625,-99903.625
"12957",58.125,209.625,-99003.894440407
"13151",58.375,209.625,-61215.2109375
