area_name,area_type,year,scientific_name,common_name,functional_group,commercial_group,fishing_entity,fishing_sector,catch_type,reporting_status,tonnes,landed_value
USA (West Coast),eez,1950,"Rajiformes","Skates and rays","Small to medium rays (<90 cm)","Sharks & rays","USA",Recreational,Landings,Unreported,4.5906167195,1267.0102145829
USA (West Coast),eez,1950,"Clupeiformes","Herrings","Small pelagics (<30 cm)","Other fishes & inverts","USA",Recreational,Landings,Unreported,0.2254428479,127.149766193933
USA (West Coast),eez,1950,"Gadiformes","Cods","Medium benthopelagics (30 - 89 cm)","Cod-likes","USA",Industrial,Discards,Unreported,102.7944858258,381573.131385243
USA (West Coast),eez,1950,"Gadiformes","Cods","Medium benthopelagics (30 - 89 cm)","Cod-likes","USA",Recreational,Discards,Unreported,1.9981892214,7417.2783897062
USA (West Coast),eez,1950,"Scorpaeniformes","Scorpionfishes/flatheads","Small demersals (<30 cm)","Scorpionfishes","USA",Industrial,Discards,Unreported,804.5800432174,1626056.26734246
USA (West Coast),eez,1950,"Scorpaeniformes","Scorpionfishes/flatheads","Small demersals (<30 cm)","Scorpionfishes","USA",Artisanal,Discards,Unreported,6.0212737814,12168.9943121716
USA (West Coast),eez,1950,"Scorpaeniformes","Scorpionfishes/flatheads","Small demersals (<30 cm)","Scorpionfishes","USA",Recreational,Discards,Unreported,1.4446766228,2919.6914546202
USA (West Coast),eez,1950,"Scorpaeniformes","Scorpionfishes/flatheads","Small demersals (<30 cm)","Scorpionfishes","USA",Recreational,Landings,Unreported,29.1384230494,58888.752982851
USA (West Coast),eez,1950,"Perciformes","Perch-likes","Small demersals (<30 cm)","Perch-likes","USA",Industrial,Landings,Reported,54.5000000000,48886.5
USA (West Coast),eez,1950,"Perciformes","Perch-likes","Small demersals (<30 cm)","Perch-likes","USA",Artisanal,Landings,Reported,170.0000000000,152490
USA (West Coast),eez,1950,"Perciformes","Perch-likes","Small demersals (<30 cm)","Perch-likes","USA",Recreational,Discards,Unreported,9.2974193097,8339.78512078526
USA (West Coast),eez,1950,"Perciformes","Perch-likes","Small demersals (<30 cm)","Perch-likes","USA",Recreational,Landings,Unreported,58.9619255677,52888.847234262
USA (West Coast),eez,1950,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","USA",Industrial,Discards,Unreported,845.2462576008,1622027.56833591
USA (West Coast),eez,1950,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","USA",Industrial,Landings,Reported,22006.2000000000,42229897.8
USA (West Coast),eez,1950,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","USA",Artisanal,Discards,Unreported,2.5730595229,4937.70122452545
USA (West Coast),eez,1950,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","USA",Artisanal,Landings,Reported,87.0000000000,166953
USA (West Coast),eez,1950,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","USA",Recreational,Discards,Unreported,11.9581437578,22947.6778712902
USA (West Coast),eez,1950,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","USA",Recreational,Landings,Unreported,34.9409288406,67051.6424451037
USA (West Coast),eez,1950,"Teuthida","Squids","Cephalopods","Other fishes & inverts","USA",Industrial,Landings,Reported,2718.9000000000,1609588.8
USA (West Coast),eez,1950,"Teuthida","Squids","Cephalopods","Other fishes & inverts","USA",Artisanal,Landings,Reported,0.6000000000,355.2
USA (West Coast),eez,1950,"Decapoda","Crabs lobsters/shrimps","Lobsters, crabs","Crustaceans","USA",Industrial,Landings,Reported,9.0000000000,35505
USA (West Coast),eez,1950,"Decapoda","Crabs lobsters/shrimps","Lobsters, crabs","Crustaceans","USA",Artisanal,Landings,Reported,15.9000000000,62725.5
USA (West Coast),eez,1950,"Myxinidae","Hagfishes","Medium bathydemersals (30 - 89 cm)","Other fishes & inverts","USA",Industrial,Discards,Unreported,0.2494055613,194.785743413297
USA (West Coast),eez,1950,"Carcharhinidae","Requiem sharks","Large sharks (>=90 cm)","Sharks & rays","USA",Recreational,Discards,Unreported,0.0202206002,23.0514842122919
USA (West Coast),eez,1950,"Squatinidae","Angel sharks","Large sharks (>=90 cm)","Sharks & rays","USA",Recreational,Discards,Unreported,2.2786826382,2349.32179993547
USA (West Coast),eez,1950,"Rhinobatidae","Guitarfishes","Large rays (>=90 cm)","Sharks & rays","USA",Recreational,Discards,Unreported,0.9574255170,435.628610247849
USA (West Coast),eez,1950,"Rajidae","Skates","Small to medium rays (<90 cm)","Sharks & rays","USA",Industrial,Discards,Unreported,601.4146618317,309728.550843319
USA (West Coast),eez,1950,"Rajidae","Skates","Small to medium rays (<90 cm)","Sharks & rays","USA",Artisanal,Discards,Unreported,92.2636594737,47515.7846289474
USA (West Coast),eez,1950,"Rajidae","Skates","Small to medium rays (<90 cm)","Sharks & rays","USA",Recreational,Discards,Unreported,2.1070093737,1085.10982745626
USA (West Coast),eez,1950,"Myliobatidae","Eagle/manta rays","Large rays (>=90 cm)","Sharks & rays","USA",Industrial,Discards,Unreported,11.2339269474,5111.43676105741
USA (West Coast),eez,1950,"Myliobatidae","Eagle/manta rays","Large rays (>=90 cm)","Sharks & rays","USA",Recreational,Discards,Unreported,18.6686119439,8494.21843446411
USA (West Coast),eez,1950,"Acipenseridae","Sturgeons","Large demersals (>=90 cm)","Other fishes & inverts","USA",Industrial,Landings,Reported,4.5000000000,10746
USA (West Coast),eez,1950,"Acipenseridae","Sturgeons","Large demersals (>=90 cm)","Other fishes & inverts","USA",Artisanal,Landings,Reported,177.2000000000,423153.6
USA (West Coast),eez,1950,"Acipenseridae","Sturgeons","Large demersals (>=90 cm)","Other fishes & inverts","USA",Recreational,Discards,Unreported,6.1295259820,14637.3080449891
USA (West Coast),eez,1950,"Acipenseridae","Sturgeons","Large demersals (>=90 cm)","Other fishes & inverts","USA",Recreational,Landings,Unreported,108.3383492908,258711.978106525
USA (West Coast),eez,1950,"Clupeidae","Herrings/shads/sardines/menhadens","Small pelagics (<30 cm)","Herring-likes","USA",Industrial,Discards,Unreported,21.9225708491,12649.3233799392
USA (West Coast),eez,1950,"Salmonidae","Salmonids","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","USA",Industrial,Discards,Unreported,41.3394630835,179578.627634553
USA (West Coast),eez,1950,"Osmeridae","Smelts","Small pelagics (<30 cm)","Salmon, smelts, etc","USA",Industrial,Discards,Unreported,93.9087279932,124710.79077491
USA (West Coast),eez,1950,"Osmeridae","Smelts","Small pelagics (<30 cm)","Salmon, smelts, etc","USA",Industrial,Landings,Reported,8.8000000000,11686.4
USA (West Coast),eez,1950,"Osmeridae","Smelts","Small pelagics (<30 cm)","Salmon, smelts, etc","USA",Artisanal,Landings,Reported,85.4000000000,113411.2
USA (West Coast),eez,1950,"Osmeridae","Smelts","Small pelagics (<30 cm)","Salmon, smelts, etc","USA",Recreational,Landings,Unreported,0.1820000000,241.696
USA (West Coast),eez,1950,"Synodontidae","Lizardfishes","Medium demersals (30 - 89 cm)","Other fishes & inverts","USA",Recreational,Discards,Unreported,1.6594229670,3962.70204529437
USA (West Coast),eez,1950,"Gadidae","Cods/haddocks","Medium demersals (30 - 89 cm)","Cod-likes","USA",Recreational,Landings,Unreported,4.6629587990,7288.20460281311
USA (West Coast),eez,1950,"Macrouridae","Grenadiers/rattails","Medium benthopelagics (30 - 89 cm)","Cod-likes","USA",Artisanal,Discards,Unreported,1.2453300000,435.8655
USA (West Coast),eez,1950,"Exocoetidae","Flyingfishes","Small pelagics (<30 cm)","Other fishes & inverts","USA",Artisanal,Landings,Reported,27.5000000000,65670
USA (West Coast),eez,1950,"Atherinidae","Silversides","Small pelagics (<30 cm)","Other fishes & inverts","USA",Recreational,Discards,Unreported,0.4109738466,556.45858826823
USA (West Coast),eez,1950,"Atherinidae","Silversides","Small pelagics (<30 cm)","Other fishes & inverts","USA",Recreational,Landings,Unreported,0.0335879294,45.4780563644693
USA (West Coast),eez,1950,"Scorpaenidae","Scorpion-/rockfishes","Medium demersals (30 - 89 cm)","Scorpionfishes","USA",Recreational,Discards,Unreported,2.7865696368,2822.79504212196
USA (West Coast),eez,1950,"Hexagrammidae","Greenlings","Medium demersals (30 - 89 cm)","Scorpionfishes","USA",Recreational,Discards,Unreported,0.3903961923,503.220691895356
USA (West Coast),eez,1950,"Hexagrammidae","Greenlings","Medium demersals (30 - 89 cm)","Scorpionfishes","USA",Recreational,Landings,Unreported,2.6435237396,3407.50210039715
USA (West Coast),eez,1950,"Cottidae","Sculpins","Small demersals (<30 cm)","Scorpionfishes","USA",Industrial,Landings,Reported,0.8000000000,774.4
USA (West Coast),eez,1950,"Cottidae","Sculpins","Small demersals (<30 cm)","Scorpionfishes","USA",Artisanal,Landings,Reported,62.4000000000,60403.2
USA (West Coast),eez,1950,"Cottidae","Sculpins","Small demersals (<30 cm)","Scorpionfishes","USA",Recreational,Discards,Unreported,11.6327611570,11260.5127999358
USA (West Coast),eez,1950,"Cottidae","Sculpins","Small demersals (<30 cm)","Scorpionfishes","USA",Recreational,Landings,Unreported,17.5358029067,16974.6572136473
USA (West Coast),eez,1950,"Serranidae","Basses/groupers/fairy basslets","Small reef assoc. fish (<30 cm)","Perch-likes","USA",Industrial,Landings,Reported,0.1000000000,701.9
USA (West Coast),eez,1950,"Serranidae","Basses/groupers/fairy basslets","Small reef assoc. fish (<30 cm)","Perch-likes","USA",Artisanal,Landings,Reported,226.3000000000,1588399.7
USA (West Coast),eez,1950,"Serranidae","Basses/groupers/fairy basslets","Small reef assoc. fish (<30 cm)","Perch-likes","USA",Recreational,Landings,Unreported,0.0744000000,522.2136
USA (West Coast),eez,1950,"Haemulidae","Grunts","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","USA",Recreational,Landings,Unreported,0.0010000000,1.209
USA (West Coast),eez,1950,"Sciaenidae","Drums/croakers","Medium demersals (30 - 89 cm)","Perch-likes","USA",Recreational,Discards,Unreported,2.6233896724,5648.15796464197
USA (West Coast),eez,1950,"Sciaenidae","Drums/croakers","Medium demersals (30 - 89 cm)","Perch-likes","USA",Recreational,Landings,Unreported,0.6320000000,1360.696
USA (West Coast),eez,1950,"Kyphosidae","Sea chubs","Medium demersals (30 - 89 cm)","Perch-likes","USA",Recreational,Discards,Unreported,0.8159073548,2394.68808620408
USA (West Coast),eez,1950,"Kyphosidae","Sea chubs","Medium demersals (30 - 89 cm)","Perch-likes","USA",Recreational,Landings,Unreported,0.1077281000,316.1819735
USA (West Coast),eez,1950,"Scombridae","Mackerels/tunas/bonitos","Large pelagics (>=90 cm)","Perch-likes","Chile",Industrial,Landings,Reported,1255.5688592305,1840663.94763198
USA (West Coast),eez,1950,"Scombridae","Mackerels/tunas/bonitos","Large pelagics (>=90 cm)","Perch-likes","USA",Industrial,Landings,Reported,8469.2000000000,31268286.4
USA (West Coast),eez,1950,"Scombridae","Mackerels/tunas/bonitos","Large pelagics (>=90 cm)","Perch-likes","USA",Artisanal,Landings,Reported,6340.8000000000,23410233.6
USA (West Coast),eez,1950,"Scombridae","Mackerels/tunas/bonitos","Large pelagics (>=90 cm)","Perch-likes","USA",Recreational,Discards,Unreported,33.9172601819,125222.524591662
USA (West Coast),eez,1950,"Scombridae","Mackerels/tunas/bonitos","Large pelagics (>=90 cm)","Perch-likes","USA",Recreational,Landings,Unreported,0.1710220679,631.413474817245
USA (West Coast),eez,1950,"Bothidae","Lefteye flounders","Small to medium flatfishes (<90 cm)","Flatfishes","USA",Recreational,Discards,Unreported,1.0479058612,2210.03346125531
USA (West Coast),eez,1950,"Pleuronectidae","Righteye flounders","Small to medium flatfishes (<90 cm)","Flatfishes","USA",Industrial,Discards,Unreported,14.5043172974,23613.0285602008
USA (West Coast),eez,1950,"Triakidae","Houndsharks","Large sharks (>=90 cm)","Sharks & rays","USA",Industrial,Discards,Unreported,0.8187281846,867.851875646885
USA (West Coast),eez,1950,"Triakidae","Houndsharks","Large sharks (>=90 cm)","Sharks & rays","USA",Recreational,Discards,Unreported,25.7007870051,27242.8342254552
USA (West Coast),eez,1950,"Octopodidae","Octopuses","Cephalopods","Other fishes & inverts","USA",Industrial,Landings,Reported,20.8000000000,12313.6
USA (West Coast),eez,1950,"Octopodidae","Octopuses","Cephalopods","Other fishes & inverts","USA",Artisanal,Landings,Reported,22.9000000000,13556.8
USA (West Coast),eez,1950,"Lithodidae","King crabs","Lobsters, crabs","Crustaceans","USA",Industrial,Discards,Unreported,143.0934478146,1383141.26657546
USA (West Coast),eez,1950,"Pectinidae","Scallops","Other demersal invertebrates","Molluscs","USA",Industrial,Landings,Reported,67.2400000000,2032463.48
USA (West Coast),eez,1950,"Veneridae","Venus clams","Other demersal invertebrates","Molluscs","USA",Artisanal,Landings,Reported,228.6900000000,1192847.04
USA (West Coast),eez,1950,"Veneridae","Venus clams","Other demersal invertebrates","Molluscs","USA",Recreational,Landings,Unreported,1743.8245501773,9095788.85372484
USA (West Coast),eez,1950,"Brachyura","Marine crabs","Lobsters, crabs","Crustaceans","USA",Industrial,Landings,Reported,189.1000000000,697211.7
USA (West Coast),eez,1950,"Brachyura","Marine crabs","Lobsters, crabs","Crustaceans","USA",Artisanal,Landings,Reported,10611.1000000000,39123125.7
USA (West Coast),eez,1950,"Brachyura","Marine crabs","Lobsters, crabs","Crustaceans","USA",Recreational,Landings,Unreported,182.5029930618,672888.535418801
USA (West Coast),eez,1950,"Squalus","Dogfishes","Large sharks (>=90 cm)","Sharks & rays","USA",Industrial,Discards,Unreported,2566.4633119715,1142076.1738273
USA (West Coast),eez,1950,"Squalus","Dogfishes","Large sharks (>=90 cm)","Sharks & rays","USA",Industrial,Landings,Reported,965.9000000000,429825.5
USA (West Coast),eez,1950,"Squalus","Dogfishes","Large sharks (>=90 cm)","Sharks & rays","USA",Artisanal,Discards,Unreported,390.6983032503,173860.744946389
USA (West Coast),eez,1950,"Squalus","Dogfishes","Large sharks (>=90 cm)","Sharks & rays","USA",Artisanal,Landings,Reported,553.0000000000,246085
USA (West Coast),eez,1950,"Squalus","Dogfishes","Large sharks (>=90 cm)","Sharks & rays","USA",Recreational,Discards,Unreported,124.2677497361,55299.1486325693
USA (West Coast),eez,1950,"Squalus","Dogfishes","Large sharks (>=90 cm)","Sharks & rays","USA",Recreational,Landings,Unreported,302.0112405990,134395.002066535
USA (West Coast),eez,1950,"Raja","Skates","Small to medium rays (<90 cm)","Sharks & rays","USA",Industrial,Discards,Unreported,1817.2314131927,501555.870041195
USA (West Coast),eez,1950,"Scorpaena","Scorpionfishes","Medium demersals (30 - 89 cm)","Scorpionfishes","USA",Industrial,Discards,Unreported,0.5763114155,583.803463947481
USA (West Coast),eez,1950,"Scorpaena","Scorpionfishes","Medium demersals (30 - 89 cm)","Scorpionfishes","USA",Recreational,Discards,Unreported,2.4873229081,2519.65810592227
USA (West Coast),eez,1950,"Scorpaena","Scorpionfishes","Medium demersals (30 - 89 cm)","Scorpionfishes","USA",Recreational,Landings,Unreported,42.7352000000,43290.7576
USA (West Coast),eez,1950,"Mustelus","Smoothhounds","Large sharks (>=90 cm)","Sharks & rays","USA",Recreational,Discards,Unreported,1.2209124220,949.869864294972
USA (West Coast),eez,1950,"Rhinobatos","Guitarfishes","Large rays (>=90 cm)","Sharks & rays","USA",Recreational,Discards,Unreported,3.5382372902,1609.89796706232
USA (West Coast),eez,1950,"Sebastes","Redfishes","Medium demersals (30 - 89 cm)","Scorpionfishes","USA",Industrial,Discards,Unreported,3398.7813426740,2545687.2256628
USA (West Coast),eez,1950,"Sebastes","Redfishes","Medium demersals (30 - 89 cm)","Scorpionfishes","USA",Industrial,Landings,Reported,10155.3000000000,7606319.7
USA (West Coast),eez,1950,"Sebastes","Redfishes","Medium demersals (30 - 89 cm)","Scorpionfishes","USA",Artisanal,Discards,Unreported,43.2128264874,32366.4070390579
USA (West Coast),eez,1950,"Sebastes","Redfishes","Medium demersals (30 - 89 cm)","Scorpionfishes","USA",Artisanal,Landings,Reported,1893.7000000000,1418381.3
USA (West Coast),eez,1950,"Sebastes","Redfishes","Medium demersals (30 - 89 cm)","Scorpionfishes","USA",Recreational,Discards,Unreported,45.5070443823,34084.7762423682
USA (West Coast),eez,1950,"Sebastes","Redfishes","Medium demersals (30 - 89 cm)","Scorpionfishes","USA",Recreational,Landings,Unreported,839.5278715882,628806.375819589
USA (West Coast),eez,1950,"Oncorhynchus","Salmons/trouts","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","USA",Recreational,Landings,Unreported,0.2000000000,1738.6
USA (West Coast),eez,1950,"Menticirrhus","Kingcroakers","Medium demersals (30 - 89 cm)","Perch-likes","USA",Recreational,Discards,Unreported,0.6773540288,1039.06108023927
USA (West Coast),eez,1950,"Crassostrea","Cupped oysters","Other demersal invertebrates","Molluscs","USA",Artisanal,Landings,Reported,52.5400000000,77023.64
USA (West Coast),eez,1950,"Haliotis","Abalones","Other demersal invertebrates","Molluscs","USA",Artisanal,Landings,Reported,897.0000000000,7480980
USA (West Coast),eez,1950,"Haliotis","Abalones","Other demersal invertebrates","Molluscs","USA",Recreational,Landings,Unreported,214.0000000000,1784760
USA (West Coast),eez,1950,"Chionoecetes","Tanner/snow crabs","Lobsters, crabs","Crustaceans","USA",Industrial,Discards,Unreported,54.0840107275,128070.937402799
USA (West Coast),eez,1950,"Chionoecetes","Tanner/snow crabs","Lobsters, crabs","Crustaceans","USA",Artisanal,Discards,Unreported,1.4375233880,3404.05538280611
USA (West Coast),eez,1950,"Panulirus","Spiny lobsters","Lobsters, crabs","Crustaceans","USA",Artisanal,Landings,Reported,423.4000000000,1749912.2
USA (West Coast),eez,1950,"Panulirus","Spiny lobsters","Lobsters, crabs","Crustaceans","USA",Recreational,Landings,Unreported,32.0000000000,132256
USA (West Coast),eez,1950,"Pandalus","Pandalid shrimps","Shrimps","Crustaceans","USA",Recreational,Landings,Unreported,19.7342740063,31969.5238901327
USA (West Coast),eez,1950,"Ostrea","Flat oysters","Other demersal invertebrates","Molluscs","USA",Artisanal,Landings,Reported,461.5000000000,2676700
USA (West Coast),eez,1950,"Mytilus","Mussels","Other demersal invertebrates","Molluscs","USA",Artisanal,Landings,Reported,0.4600000000,764.52
USA (West Coast),eez,1950,"Tresus","Gaper clams","Other demersal invertebrates","Molluscs","USA",Recreational,Landings,Unreported,109.5296408007,508436.592596949
USA (West Coast),eez,1950,"Coryphaena hippurus","Common dolphinfish","Large pelagics (>=90 cm)","Perch-likes","USA",Recreational,Discards,Unreported,0.0210763951,37.4527540657734
USA (West Coast),eez,1950,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Chile",Industrial,Landings,Reported,846.6752255651,1241225.8806784
USA (West Coast),eez,1950,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Artisanal,Landings,Reported,51764.8000000000,132259064
USA (West Coast),eez,1950,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Recreational,Discards,Unreported,1.0747471393,2745.97894086408
USA (West Coast),eez,1950,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Recreational,Landings,Unreported,0.1640000000,419.02
USA (West Coast),eez,1950,"Scomber japonicus","Chub mackerel","Medium pelagics (30 - 89 cm)","Perch-likes","USA",Recreational,Discards,Unreported,76.2337017256,71049.8100082645
USA (West Coast),eez,1950,"Scomber japonicus","Chub mackerel","Medium pelagics (30 - 89 cm)","Perch-likes","USA",Recreational,Landings,Unreported,118.4687503272,110412.87530495
USA (West Coast),eez,1950,"Scomberomorus sierra","Pacific sierra","Large pelagics (>=90 cm)","Perch-likes","USA",Artisanal,Landings,Reported,1.9000000000,5500.5
USA (West Coast),eez,1950,"Thunnus alalunga","Albacore","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Artisanal,Landings,Reported,32843.4000000000,112061680.8
USA (West Coast),eez,1950,"Thunnus alalunga","Albacore","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Recreational,Discards,Unreported,0.3939496301,1344.1561380385
USA (West Coast),eez,1950,"Thunnus alalunga","Albacore","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Recreational,Landings,Unreported,2711.2038655100,9250627.58912012
USA (West Coast),eez,1950,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Chile",Industrial,Landings,Reported,201.7816367505,295811.879476216
USA (West Coast),eez,1950,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Artisanal,Landings,Reported,67228.0000000000,184271948
USA (West Coast),eez,1950,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Recreational,Landings,Unreported,0.0970200000,265.93182
USA (West Coast),eez,1950,"Kajikia audax","Striped marlin","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Recreational,Discards,Unreported,1.8019181241,5110.23979993012
USA (West Coast),eez,1950,"Kajikia audax","Striped marlin","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Recreational,Landings,Unreported,4.0896000000,11598.1056
USA (West Coast),eez,1950,"Xiphias gladius","Swordfish","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Artisanal,Landings,Reported,12.0000000000,79824
USA (West Coast),eez,1950,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","USA",Industrial,Landings,Reported,15.3000000000,21588.3
USA (West Coast),eez,1950,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","USA",Artisanal,Landings,Reported,5.2000000000,7337.2
USA (West Coast),eez,1950,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","USA",Industrial,Landings,Reported,3717.2000000000,5270989.6
USA (West Coast),eez,1950,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","USA",Artisanal,Landings,Reported,2037.5000000000,2889175
USA (West Coast),eez,1950,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","USA",Recreational,Landings,Unreported,2.7000000000,3828.6
USA (West Coast),eez,1950,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","USA",Industrial,Landings,Reported,3290.8000000000,5962929.6
USA (West Coast),eez,1950,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","USA",Artisanal,Landings,Reported,736.5000000000,1334538
USA (West Coast),eez,1950,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","USA",Recreational,Landings,Unreported,0.2288000000,414.5856
USA (West Coast),eez,1950,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","USA",Industrial,Landings,Reported,144.7000000000,588929
