"","gridpolyID","wdpapolyID","area_grid","area_wdpa","prop_grid","wdpaid","objectid","wdpa_pid","country","sub_loc","name","orig_name","desig","desig_eng","desig_type","iucn_cat","marine","rep_m_area","rep_area","status","status_yr","gov_type","mang_auth","int_crit","mang_plan","official","is_point","no_take","no_tk_area","metadata_i","action","lat","lon"
"1169",2129,1903,0.0216666716776436,16.4434601193261,0.00131764674347211,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.625,-95.625
"1171",2131,1903,0.0310146946462049,16.4434601193261,0.00188614162841269,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,27.875,-95.375
"1174",2132,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.125,-95.375
"1177",2133,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.375,-95.375
"1178",2134,1903,0.0530009635656171,16.4434601193261,0.00322322450268995,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.625,-95.375
"1183",2135,1903,0.00103645742632824,16.4434601193261,6.30315893861103e-05,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.875,-95.375
"1186",2136,1903,0.0158937153928192,16.4434601193261,0.000966567576257212,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,27.875,-95.125
"1188",2137,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.125,-95.125
"1190",2138,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.375,-95.125
"1191",2139,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.625,-95.125
"1193",2140,1903,0.0304704655546673,16.4434601193261,0.00185304463498258,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.875,-95.125
"1197",2142,1903,0.00692906150130357,16.4434601193261,0.000421387071274603,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,27.875,-94.875
"1199",2143,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.125,-94.875
"1201",2144,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.375,-94.875
"1204",2145,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.625,-94.875
"1206",2146,1903,0.0618010843678805,16.4434601193261,0.00375839901817533,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.875,-94.875
"1208",2147,1903,0.014254184246329,16.4434601193261,0.00086686038965582,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,29.125,-94.875
"1210",2148,1903,0.00412072607657876,16.4434601193261,0.0002505996941444,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,27.875,-94.625
"1211",2149,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.125,-94.625
"1216",2150,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.375,-94.625
"1219",2151,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.625,-94.625
"1221",2152,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.875,-94.625
"1225",2153,1903,0.0521075741663586,16.4434601193261,0.00316889351682838,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,29.125,-94.625
"1228",2154,1903,0.0066924722291625,16.4434601193261,0.000406999024572497,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,29.375,-94.625
"1230",2155,1903,0.00131389029978804,16.4434601193261,7.9903517280029e-05,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,27.875,-94.375
"1232",2156,1903,0.062498500352066,16.4434601193261,0.00380081198838503,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.125,-94.375
"1234",2157,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.375,-94.375
"1238",2158,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.625,-94.375
"1240",2159,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.875,-94.375
"1242",2160,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,29.125,-94.375
"1244",2161,1903,0.0348407873180127,16.4434601193261,0.00211882335379426,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,29.375,-94.375
"1250",2164,1903,0.0610040552271287,16.4434601193261,0.00370992812853483,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.125,-94.125
"1257",2165,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.375,-94.125
"1259",2166,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.625,-94.125
"1260",2167,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.875,-94.125
"1262",2168,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,29.125,-94.125
"1264",2169,1903,0.0570719617305261,16.4434601193261,0.00347080002118587,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,29.375,-94.125
"1269",2170,1903,0.00124376551079196,16.4434601193261,7.56389167344501e-05,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,29.625,-94.125
"1272",2172,1903,0.0581957198024039,16.4434601193261,0.00353914075140463,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.125,-93.875
"1278",2173,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.375,-93.875
"1282",2174,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.625,-93.875
"1285",2175,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.875,-93.875
"1286",2176,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,29.125,-93.875
"1291",2177,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,29.375,-93.875
"1296",2178,1903,0.0553873843776791,16.4434601193261,0.00336835337427442,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.125,-93.625
"1298",2179,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.375,-93.625
"1301",2180,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.625,-93.625
"1303",2181,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.875,-93.625
"1306",2182,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,29.125,-93.625
"1307",2183,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,29.375,-93.625
"1310",2184,1903,0.0503524243286906,16.4434601193261,0.00306215504299554,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,29.625,-93.625
"1312",2185,1903,0.0525790489529543,16.4434601193261,0.00319756599714422,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.125,-93.375
"1314",2186,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.375,-93.375
"1316",2187,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.625,-93.375
"1317",2188,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.875,-93.375
"1318",2189,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,29.375,-93.375
"1320",2190,1903,0.0497707135282295,16.4434601193261,0.00302677862001402,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.125,-93.125
"1321",2191,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.375,-93.125
"1322",2192,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.875,-93.125
"1323",2193,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,29.125,-93.125
"1325",2194,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,29.375,-93.125
"1327",2195,1903,0.0507439127266425,16.4434601193261,0.00308596319499707,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,29.625,-93.125
"1329",2196,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.625,-92.875
"1330",2197,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.875,-92.875
"1331",2198,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,29.125,-92.875
"1334",2199,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,29.375,-92.875
"1335",2200,1903,0.0441540426787799,16.4434601193261,0.00268520386575361,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.125,-92.625
"1336",2201,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.375,-92.625
"1337",2202,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.625,-92.625
"1338",2203,1903,0.0625,16.4434601193261,0.00380090318865086,312206,80697,NA,"USA","Not Reported","Reef Fish Longline and Buoy","Reef Fish Longline and Buoy","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,176524.5531,176524.5531,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.875,-92.625
