"","gridpolyID","wdpapolyID","area_grid","area_wdpa","prop_grid","wdpaid","objectid","wdpa_pid","country","sub_loc","name","orig_name","desig","desig_eng","desig_type","iucn_cat","marine","rep_m_area","rep_area","status","status_yr","gov_type","mang_auth","int_crit","mang_plan","official","is_point","no_take","no_tk_area","metadata_i","action","lat","lon"
"1165",2127,1895,0.0625,9.11927443447608,0.00685361543279301,312197,80695,NA,"USA","Not Reported","Reef Fish Stressed Area","Reef Fish Stressed Area","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,97906.08564,97906.08564,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.125,-95.625
"1166",2128,1895,0.0625,9.11927443447608,0.00685361543279301,312197,80695,NA,"USA","Not Reported","Reef Fish Stressed Area","Reef Fish Stressed Area","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,97906.08564,97906.08564,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.375,-95.625
"1168",2129,1895,0.0216680071564182,9.11927443447608,0.00237606701192155,312197,80695,NA,"USA","Not Reported","Reef Fish Stressed Area","Reef Fish Stressed Area","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,97906.08564,97906.08564,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.625,-95.625
"1172",2131,1895,0.00192230089239452,9.11927443447608,0.00021079537700139,312197,80695,NA,"USA","Not Reported","Reef Fish Stressed Area","Reef Fish Stressed Area","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,97906.08564,97906.08564,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,27.875,-95.375
"1175",2132,1895,0.0614036944215586,9.11927443447608,0.00673339692348959,312197,80695,NA,"USA","Not Reported","Reef Fish Stressed Area","Reef Fish Stressed Area","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,97906.08564,97906.08564,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.125,-95.375
"1176",2133,1895,0.0625,9.11927443447608,0.00685361543279301,312197,80695,NA,"USA","Not Reported","Reef Fish Stressed Area","Reef Fish Stressed Area","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,97906.08564,97906.08564,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.375,-95.375
"1179",2134,1895,0.0530027220288094,9.11927443447608,0.00581216437882698,312197,80695,NA,"USA","Not Reported","Reef Fish Stressed Area","Reef Fish Stressed Area","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,97906.08564,97906.08564,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.625,-95.375
"1180",2135,1895,0.00103644878344652,9.11927443447608,0.000113654742040458,312197,80695,NA,"USA","Not Reported","Reef Fish Stressed Area","Reef Fish Stressed Area","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,97906.08564,97906.08564,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.875,-95.375
"1187",2137,1895,0.0514819874673096,9.11927443447608,0.00564540390106895,312197,80695,NA,"USA","Not Reported","Reef Fish Stressed Area","Reef Fish Stressed Area","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,97906.08564,97906.08564,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.125,-95.125
"1189",2138,1895,0.0625,9.11927443447608,0.00685361543279301,312197,80695,NA,"USA","Not Reported","Reef Fish Stressed Area","Reef Fish Stressed Area","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,97906.08564,97906.08564,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.375,-95.125
"1192",2139,1895,0.0625,9.11927443447608,0.00685361543279301,312197,80695,NA,"USA","Not Reported","Reef Fish Stressed Area","Reef Fish Stressed Area","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,97906.08564,97906.08564,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.625,-95.125
"1195",2140,1895,0.0305192048045353,9.11927443447608,0.00334667028871893,312197,80695,NA,"USA","Not Reported","Reef Fish Stressed Area","Reef Fish Stressed Area","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,97906.08564,97906.08564,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.875,-95.125
"1198",2143,1895,0.0396379796206658,9.11927443447608,0.00434661550164688,312197,80695,NA,"USA","Not Reported","Reef Fish Stressed Area","Reef Fish Stressed Area","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,97906.08564,97906.08564,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.125,-94.875
"1200",2144,1895,0.0625,9.11927443447608,0.00685361543279301,312197,80695,NA,"USA","Not Reported","Reef Fish Stressed Area","Reef Fish Stressed Area","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,97906.08564,97906.08564,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.375,-94.875
"1203",2145,1895,0.0625,9.11927443447608,0.00685361543279301,312197,80695,NA,"USA","Not Reported","Reef Fish Stressed Area","Reef Fish Stressed Area","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,97906.08564,97906.08564,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.625,-94.875
"1205",2146,1895,0.0618118995823385,9.11927443447608,0.00677815982252427,312197,80695,NA,"USA","Not Reported","Reef Fish Stressed Area","Reef Fish Stressed Area","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,97906.08564,97906.08564,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,28.875,-94.875
"1209",2147,1895,0.0142543969451855,9.11927443447608,0.0015631064782189,312197,80695,NA,"USA","Not Reported","Reef Fish Stressed Area","Reef Fish Stressed Area","Federal Fishery Management Zone","Federal Fishery Management Zone","National","Not Reported",1,97906.08564,97906.08564,"Designated",1990,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,29.125,-94.875
