"lon","lat","depth","rugosity"
219.4375,58.8125,-190,1.125
219.4375,58.9375,-169,5.5
219.5625,58.8125,-198,3.625
219.5625,58.9375,-168,1.75
219.6875,58.8125,-186,0.875
219.6875,58.9375,-177,4.125
219.8125,58.8125,-180,1.875
219.8125,58.9375,-162,3
219.9375,58.8125,-180,1
219.9375,58.9375,-155,2.75
220.0625,58.8125,-169,0.75
220.0625,58.9375,-141,2.875
220.1875,58.8125,-162,2
220.1875,58.9375,-135,1.875
220.3125,58.8125,-161,1.25
220.3125,58.9375,-135,2.875
220.4375,58.8125,-152,2.625
220.4375,58.9375,-122,1.75
220.5625,58.8125,-146,3.5
220.5625,58.9375,-116,3
220.6875,58.8125,-136,2
220.6875,58.9375,-113,1.375
220.8125,58.8125,-146,9.75
220.8125,58.9375,-111,1.25
220.9375,58.8125,-210,5.375
220.9375,58.9375,-121,3.75
221.0625,58.8125,-208,5.875
221.0625,58.9375,-167,6.625
221.1875,58.8125,-165,9.375
221.1875,58.9375,-191,2.25
221.3125,58.8125,-120,2.25
221.3125,58.9375,-158,10.625
221.4375,58.8125,-107,2.875
221.4375,58.9375,-97,5.25
221.5625,58.8125,-73,2.75
221.5625,58.9375,-66,2.25
221.6875,58.8125,-64,1.75
221.6875,58.9375,-60,1.375
221.8125,58.8125,-80,3.125
221.8125,58.9375,-45,2.375
221.9375,58.8125,-50,3.125
221.9375,58.9375,-80,44.375
222.0625,58.8125,60,40.125
222.0625,58.9375,63,9.25
222.1875,58.8125,212,32
222.1875,58.9375,749,191.375
297.5625,58.8125,-110,52.5
297.5625,58.9375,-166,11.625
297.6875,58.8125,-169,1.125
297.6875,58.9375,-152,5.25
297.8125,58.8125,-193,0.75
297.8125,58.9375,-137,1.25
297.9375,58.8125,-197,1.875
297.9375,58.9375,-146,1.625
298.0625,58.8125,-200,0.375
298.0625,58.9375,-140,4.125
298.1875,58.8125,-204,1.5
298.1875,58.9375,-146,1.125
298.3125,58.8125,-194,1.75
298.3125,58.9375,-153,1.5
298.4375,58.8125,-198,2.625
298.4375,58.9375,-166,7.75
298.8125,58.8125,-195,2.625
298.8125,58.9375,-160,3.5
298.9375,58.8125,-197,1.625
298.9375,58.9375,-173,1.375
299.3125,58.8125,-184,3.75
299.3125,58.9375,-190,1.625
299.4375,58.8125,-189,1.125
299.4375,58.9375,-199,2.5
299.5625,58.8125,-195,7.75
299.5625,58.9375,-208,3.25
299.6875,58.8125,-210,0.75
299.6875,58.9375,-219,10.375
299.8125,58.8125,-245,2.125
299.8125,58.9375,-272,5.5
299.9375,58.8125,-436,121.5
299.9375,58.9375,-470,11.625
182.3125,59.0625,-118,1.25
182.3125,59.1875,-246,15.375
182.4375,59.0625,-134,3
182.4375,59.1875,-171,7.5
182.8125,59.0625,-173,5.375
182.8125,59.1875,-139,2
182.9375,59.0625,-133,1.5
182.9375,59.1875,-183,7.375
183.0625,59.0625,-232,12.625
183.0625,59.1875,-186,7.625
183.1875,59.0625,-274,5.25
183.1875,59.1875,-166,8.375
183.5625,59.0625,-129,1.75
183.5625,59.1875,-154,1.625
183.6875,59.0625,-141,2.875
183.6875,59.1875,-164,3.5
184.0625,59.0625,-163,6.5
184.0625,59.1875,-99,0.375
184.1875,59.0625,-78,2.75
184.1875,59.1875,-133,4.5
184.3125,59.0625,-124,4.25
184.3125,59.1875,-129,2.5
184.4375,59.0625,-140,1
184.4375,59.1875,-112,4.75
184.8125,59.0625,-60,3.5
184.8125,59.1875,-131,0.625
184.9375,59.0625,-126,3.375
184.9375,59.1875,-123,2.375
185.0625,59.0625,-143,2.625
185.0625,59.1875,-117,1.875
185.1875,59.0625,-126,4.5
185.1875,59.1875,-127,0.75
185.5625,59.0625,-122,1.875
185.5625,59.1875,-42,11.5
185.6875,59.0625,-166,2.5
185.6875,59.1875,-86,10.25
186.0625,59.0625,-164,1.375
186.0625,59.1875,-194,1.125
186.1875,59.0625,-100,9.625
186.1875,59.1875,-119,15.75
186.3125,59.0625,-33,1.625
186.3125,59.1875,-80,8.5
186.4375,59.0625,-49,4.375
186.4375,59.1875,-95,8.875
186.8125,59.0625,-207,2.625
186.8125,59.1875,-101,1.875
186.9375,59.0625,-170,5.125
186.9375,59.1875,-73,12.625
187.5625,59.0625,-101,12.125
187.5625,59.1875,-94,3.875
187.6875,59.0625,-137,5.875
187.6875,59.1875,-118,4.75
188.0625,59.0625,-76,5
188.0625,59.1875,-123,1.875
188.1875,59.0625,-60,1.5
188.1875,59.1875,-79,5.75
188.8125,59.0625,-104,4.125
188.8125,59.1875,-131,0.125
188.9375,59.0625,-85,1.875
188.9375,59.1875,-98,4.5
189.3125,59.0625,-132,0.875
189.3125,59.1875,-91,2.75
189.4375,59.0625,-124,0.125
189.4375,59.1875,-109,2.375
189.5625,59.0625,-126,1.5
189.5625,59.1875,-122,1.625
189.6875,59.0625,-130,1.5
189.6875,59.1875,-122,1.125
190.0625,59.0625,-96,1.375
190.0625,59.1875,-63,5.375
190.1875,59.0625,-95,2
190.1875,59.1875,-70,1.375
190.8125,59.0625,-67,2.5
190.8125,59.1875,-49,1
190.9375,59.0625,-36,3
190.9375,59.1875,-43,0.375
191.3125,59.0625,-57,1.875
191.3125,59.1875,-36,3.5
191.4375,59.0625,-30,3.75
191.4375,59.1875,-23,0
192.0625,59.0625,-44,2.125
192.0625,59.1875,-27,1
192.1875,59.0625,-52,1.875
192.1875,59.1875,-33,1.125
192.5625,59.0625,-40,0.875
192.5625,59.1875,-72,6.375
192.6875,59.0625,-40,0.5
192.6875,59.1875,-48,1.625
192.8125,59.0625,-36,1.375
192.8125,59.1875,-45,1.125
192.9375,59.0625,-29,0.5
192.9375,59.1875,-55,0.5
193.3125,59.0625,-37,1.25
193.3125,59.1875,-43,0.5
193.4375,59.0625,-32,1.375
193.4375,59.1875,-40,0.625
194.0625,59.0625,-43,1.25
194.0625,59.1875,-24,0.75
194.1875,59.0625,-41,1.125
194.1875,59.1875,-22,0.625
194.5625,59.0625,-25,0.375
194.5625,59.1875,-17,0
194.6875,59.0625,-23,0.75
194.6875,59.1875,-18,0.5
195.3125,59.0625,-24,0.375
195.3125,59.1875,-22,1.125
195.4375,59.0625,-23,1
195.4375,59.1875,-20,0.125
195.8125,59.0625,-22,0.5
195.8125,59.1875,-20,0
195.9375,59.0625,-20,1.25
195.9375,59.1875,-24,1.25
196.0625,59.0625,-18,0.25
196.0625,59.1875,-16,0
196.1875,59.0625,-19,0.75
196.1875,59.1875,-16,0
196.5625,59.0625,-10,0.5
196.5625,59.1875,-10,0.625
196.6875,59.0625,-23,1
196.6875,59.1875,-9,0.375
206.3125,59.0625,4,3.375
206.3125,59.1875,-30,1.5
206.4375,59.0625,-24,1.375
206.4375,59.1875,-33,13.375
206.5625,59.0625,-44,2.5
206.5625,59.1875,-38,0.875
206.6875,59.0625,-57,1.125
206.6875,59.1875,-38,0.625
206.8125,59.0625,-90,4.625
206.8125,59.1875,-60,2.5
206.9375,59.0625,-138,2
206.9375,59.1875,-79,2.625
207.0625,59.0625,-110,7
207.0625,59.1875,-121,4
207.1875,59.0625,-152,1.5
207.1875,59.1875,-131,3
207.3125,59.0625,-143,3
207.3125,59.1875,-125,3.375
207.4375,59.0625,-130,3.125
207.4375,59.1875,-92,7.625
207.5625,59.0625,-142,2.125
207.5625,59.1875,-84,16
207.6875,59.0625,-120,3.875
207.6875,59.1875,-107,3.625
207.8125,59.0625,-140,4.75
207.8125,59.1875,-129,2.5
207.9375,59.0625,-189,2.125
207.9375,59.1875,-93,4.75
208.0625,59.0625,-200,7.5
208.0625,59.1875,-62,5.375
208.1875,59.0625,-129,40.5
208.1875,59.1875,-36,41.625
208.3125,59.0625,-127,29
208.3125,59.1875,332,104.375
208.4375,59.0625,-76,19.125
208.4375,59.1875,-37,23.625
208.5625,59.0625,-56,4.25
208.5625,59.1875,-38,15.125
208.6875,59.0625,-61,9.875
208.6875,59.1875,-31,9.5
208.8125,59.0625,-81,4.25
208.8125,59.1875,-20,4.875
208.9375,59.0625,-130,8.5
208.9375,59.1875,-148,51.25
209.0625,59.0625,-186,10.875
209.0625,59.1875,-38,7
209.1875,59.0625,-171,8.5
209.1875,59.1875,-128,20.625
209.3125,59.0625,-134,9.625
209.3125,59.1875,-145,21.125
209.4375,59.0625,-103,0.875
209.4375,59.1875,-118,3.875
209.5625,59.0625,-125,2.625
209.5625,59.1875,-145,2.125
209.6875,59.0625,-175,5.875
209.6875,59.1875,-163,5
209.8125,59.0625,-179,2.5
209.8125,59.1875,-124,2.75
209.9375,59.0625,-201,2.25
209.9375,59.1875,-132,2.875
210.0625,59.0625,-208,0.5
210.0625,59.1875,-142,3.625
210.1875,59.0625,-220,1.875
210.1875,59.1875,-133,4.375
210.3125,59.0625,-229,1.25
210.3125,59.1875,-137,5.25
210.4375,59.0625,-231,1.25
210.4375,59.1875,-144,5.5
210.5625,59.0625,-191,4.25
210.5625,59.1875,-132,1.75
210.6875,59.0625,-177,9.625
210.6875,59.1875,-135,1.125
210.8125,59.0625,-149,3.75
210.8125,59.1875,-164,2.375
210.9375,59.0625,-136,4.625
210.9375,59.1875,-169,7.5
211.0625,59.0625,-157,7.25
211.0625,59.1875,-181,3.375
211.1875,59.0625,-170,5.125
211.1875,59.1875,-163,4.625
211.3125,59.0625,-178,3.125
211.3125,59.1875,-127,1.25
211.4375,59.0625,-223,4.375
211.4375,59.1875,-135,4
211.5625,59.0625,-204,5.25
211.5625,59.1875,-108,2.75
211.6875,59.0625,-159,6.75
211.6875,59.1875,-125,4
211.8125,59.0625,-134,0.75
211.8125,59.1875,-119,3.25
211.9375,59.0625,-135,0.25
211.9375,59.1875,-186,3.25
212.0625,59.0625,-147,8.5
212.0625,59.1875,-193,1.25
212.1875,59.0625,-176,6.5
212.1875,59.1875,-216,1.375
212.3125,59.0625,-322,48
212.3125,59.1875,-218,1.625
212.4375,59.0625,-746,34.5
212.4375,59.1875,-241,28.875
212.5625,59.0625,-978,19.375
212.5625,59.1875,-495,36.875
212.6875,59.0625,-1472,43.5
212.6875,59.1875,-723,70.125
212.8125,59.0625,-1961,42.5
212.8125,59.1875,-625,65.375
212.9375,59.0625,-2049,46
212.9375,59.1875,-646,68.75
213.0625,59.0625,-1978,50.375
213.0625,59.1875,-846,61.375
213.1875,59.0625,-2479,57.625
213.1875,59.1875,-1086,183.125
213.3125,59.0625,-2715,17.875
213.3125,59.1875,-540,179.75
213.4375,59.0625,-2760,5.625
213.4375,59.1875,-1685,274.625
218.0625,59.0625,-1922,36
218.0625,59.1875,-1091,48
218.1875,59.0625,-1572,23.375
218.1875,59.1875,-635,55.375
218.3125,59.0625,-1095,28.125
218.3125,59.1875,-249,33
218.4375,59.0625,-523,39.125
218.4375,59.1875,-264,11.5
218.5625,59.0625,-311,24.375
218.5625,59.1875,-347,2.5
218.6875,59.0625,-288,11.625
218.6875,59.1875,-352,2
218.8125,59.0625,-210,10
218.8125,59.1875,-252,12.875
218.9375,59.0625,-184,2.375
218.9375,59.1875,-187,0.625
219.0625,59.0625,-181,0.5
219.0625,59.1875,-172,1.125
219.1875,59.0625,-178,2.125
219.1875,59.1875,-138,1.25
219.3125,59.0625,-156,4.375
219.3125,59.1875,-155,1.375
219.4375,59.0625,-137,3.875
219.4375,59.1875,-144,1.625
219.5625,59.0625,-138,5.5
219.5625,59.1875,-106,0.625
219.6875,59.0625,-124,5.75
219.6875,59.1875,-101,2
219.8125,59.0625,-127,3.75
219.8125,59.1875,-110,1
219.9375,59.0625,-131,1.25
219.9375,59.1875,-121,0.875
220.0625,59.0625,-124,1.25
220.0625,59.1875,-113,2.375
220.1875,59.0625,-120,0.875
220.1875,59.1875,-124,7.125
220.3125,59.0625,-108,3
220.3125,59.1875,-131,2.5
220.4375,59.0625,-118,0.625
220.4375,59.1875,-151,4.625
220.5625,59.0625,-116,1.125
220.5625,59.1875,-112,1.75
220.6875,59.0625,-104,3
220.6875,59.1875,-89,1.75
220.8125,59.0625,-93,1
220.8125,59.1875,-66,2.25
220.9375,59.0625,-88,1.75
220.9375,59.1875,-52,0.75
221.0625,59.0625,-83,4
221.0625,59.1875,-42,0.5
221.1875,59.0625,-94,4.875
221.1875,59.1875,-23,7.625
221.3125,59.0625,-119,8.875
221.3125,59.1875,15,11.75
221.4375,59.0625,-99,8.375
221.4375,59.1875,13,4.5
297.8125,59.0625,-134,1.25
297.8125,59.1875,-132,1.625
297.9375,59.0625,-141,0.875
297.9375,59.1875,-138,0.875
298.0625,59.0625,-141,1.625
298.0625,59.1875,-144,1.25
298.1875,59.0625,-150,1.125
298.1875,59.1875,-150,1.5
298.3125,59.0625,-155,0.75
298.3125,59.1875,-159,1
298.4375,59.0625,-155,1.375
298.4375,59.1875,-164,0.625
298.5625,59.0625,-156,2.75
298.5625,59.1875,-167,0.875
298.6875,59.0625,-171,3
298.6875,59.1875,-164,5
298.8125,59.0625,-174,1.25
298.8125,59.1875,-181,0.375
298.9375,59.0625,-184,0.625
298.9375,59.1875,-192,1.75
299.0625,59.0625,-192,0.75
299.0625,59.1875,-200,0.75
299.1875,59.0625,-200,1.75
299.1875,59.1875,-210,1.25
299.3125,59.0625,-203,1.125
299.3125,59.1875,-215,0.875
299.4375,59.0625,-224,6.25
299.4375,59.1875,-222,2.875
299.5625,59.0625,-238,5.75
299.5625,59.1875,-239,4.625
299.6875,59.0625,-249,3.875
299.6875,59.1875,-309,8.875
299.8125,59.0625,-353,8.125
299.8125,59.1875,-546,24.5
299.9375,59.0625,-703,62.25
299.9375,59.1875,-918,32.25
300.0625,59.0625,-1081,30.25
300.0625,59.1875,-1219,24.25
300.1875,59.0625,-1378,16.25
300.1875,59.1875,-1689,13.875
182.8125,59.3125,-108,3.875
182.8125,59.4375,-164,2
182.9375,59.3125,-150,1.75
182.9375,59.4375,-154,8.875
183.0625,59.3125,-142,2.375
183.0625,59.4375,-152,4.875
183.1875,59.3125,-157,4.875
183.1875,59.4375,-145,1.25
183.3125,59.3125,-149,0.875
183.3125,59.4375,-149,1.25
183.4375,59.3125,-143,3
183.4375,59.4375,-139,0.375
183.5625,59.3125,-124,4.375
183.5625,59.4375,-136,0.625
183.6875,59.3125,-113,2.375
183.6875,59.4375,-136,0.25
184.0625,59.3125,-137,2.875
184.0625,59.4375,-136,1.5
184.1875,59.3125,-138,0.875
184.1875,59.4375,-145,2.75
184.3125,59.3125,-147,2.875
184.3125,59.4375,-130,2.125
184.4375,59.3125,-145,1.625
184.4375,59.4375,-119,3.75
184.8125,59.3125,-133,2.25
184.8125,59.4375,-147,1.875
184.9375,59.3125,-148,3.875
184.9375,59.4375,-130,0.75
185.0625,59.3125,-133,3.375
185.0625,59.4375,-126,1.75
185.1875,59.3125,-150,4
185.1875,59.4375,-135,1
185.5625,59.3125,-73,9.25
185.5625,59.4375,-184,6.625
185.6875,59.3125,-30,1.125
185.6875,59.4375,-184,9.375
186.0625,59.3125,-259,14
186.0625,59.4375,-188,13.75
186.1875,59.3125,-328,6.625
186.1875,59.4375,-191,2.25
186.3125,59.3125,-107,12.875
186.3125,59.4375,-155,2.125
186.4375,59.3125,-61,12.75
186.4375,59.4375,-132,11
186.5625,59.3125,-154,3.875
186.5625,59.4375,-51,10.125
186.6875,59.3125,-133,9.25
186.6875,59.4375,-68,5.5
186.8125,59.3125,-44,5.125
186.8125,59.4375,-65,1.875
186.9375,59.3125,-50,5.25
186.9375,59.4375,-109,7.625
187.0625,59.3125,-39,0.25
187.0625,59.4375,-118,9.625
187.1875,59.3125,-37,0.75
187.1875,59.4375,-119,2.125
187.3125,59.3125,-84,3.75
187.3125,59.4375,-140,1.125
187.4375,59.3125,-70,3.875
187.4375,59.4375,-182,3.5
187.5625,59.3125,-93,8.125
187.5625,59.4375,-171,4.75
187.6875,59.3125,-118,7.875
187.6875,59.4375,-85,2.125
188.0625,59.3125,-122,2.375
188.0625,59.4375,-106,2.25
188.1875,59.3125,-80,2.875
188.1875,59.4375,-108,1.125
188.8125,59.3125,-132,2
188.8125,59.4375,-117,2
188.9375,59.3125,-85,2.5
188.9375,59.4375,-85,3.125
189.3125,59.3125,-68,1
189.3125,59.4375,-78,1.625
189.4375,59.3125,-78,0.875
189.4375,59.4375,-69,1.125
190.0625,59.3125,-51,2.625
190.0625,59.4375,-65,2.5
190.1875,59.3125,-71,1.25
190.1875,59.4375,-60,4.125
190.5625,59.3125,-72,1.375
190.5625,59.4375,-66,6
190.6875,59.3125,-48,3.25
190.6875,59.4375,-44,6.5
190.8125,59.3125,-44,1.375
190.8125,59.4375,-50,0.875
190.9375,59.3125,-63,1.375
190.9375,59.4375,-62,2.25
191.3125,59.3125,-22,0.625
191.3125,59.4375,-49,1.375
191.4375,59.3125,-34,1.25
191.4375,59.4375,-49,2.125
192.0625,59.3125,-39,3.25
192.0625,59.4375,-45,2
192.1875,59.3125,-42,0.75
192.1875,59.4375,-39,0.375
192.5625,59.3125,-28,0.625
192.5625,59.4375,-30,0.375
192.6875,59.3125,-35,0.625
192.6875,59.4375,-29,0.625
192.8125,59.3125,-47,1.375
192.8125,59.4375,-30,1.25
192.9375,59.3125,-44,1
192.9375,59.4375,-40,1.75
193.3125,59.3125,-28,0.875
193.3125,59.4375,-32,0.75
193.4375,59.3125,-25,0
193.4375,59.4375,-30,0.75
194.0625,59.3125,-37,1.125
194.0625,59.4375,-28,1.5
194.1875,59.3125,-28,2.25
194.1875,59.4375,-20,0.75
194.5625,59.3125,-41,0
194.5625,59.4375,-24,0.5
194.6875,59.3125,-32,1.875
194.6875,59.4375,-19,0
194.8125,59.3125,-20,0.25
194.8125,59.4375,-23,0.5
194.9375,59.3125,-21,0.5
194.9375,59.4375,-27,0.75
195.3125,59.3125,-25,0.5
195.3125,59.4375,-28,2.625
195.4375,59.3125,-21,0.5
195.4375,59.4375,-33,0.375
195.8125,59.3125,-23,0.25
195.8125,59.4375,-24,1.25
195.9375,59.3125,-20,0.25
195.9375,59.4375,-16,0.875
196.0625,59.3125,-18,0.5
196.0625,59.4375,-15,0
196.1875,59.3125,-15,0
196.1875,59.4375,-14,0
206.0625,59.3125,-10,1
206.0625,59.4375,203,131.375
206.1875,59.3125,-17,3.25
206.1875,59.4375,114,66.5
206.3125,59.3125,-17,2.625
206.3125,59.4375,-4,3.375
206.4375,59.3125,-7,1.25
206.4375,59.4375,-19,1.625
206.5625,59.3125,-28,15.625
206.5625,59.4375,-22,4.75
206.6875,59.3125,-26,4.875
206.6875,59.4375,-33,2.25
206.8125,59.3125,-50,0.25
206.8125,59.4375,-38,0.875
206.9375,59.3125,-55,0.75
206.9375,59.4375,-43,0.875
207.0625,59.3125,-69,3.25
207.0625,59.4375,-50,0.875
207.1875,59.3125,-85,1.875
207.1875,59.4375,-69,2.875
207.3125,59.3125,-69,0.875
207.3125,59.4375,-64,1.5
207.4375,59.3125,-72,1.625
207.4375,59.4375,-55,0.625
207.5625,59.3125,-77,1.625
207.5625,59.4375,-61,0.875
207.6875,59.3125,-82,0.625
207.6875,59.4375,-69,2.125
207.8125,59.3125,-75,5
207.8125,59.4375,-52,3.125
207.9375,59.3125,-73,3.375
207.9375,59.4375,-60,13
208.3125,59.3125,453,185
208.3125,59.4375,224,82.25
208.4375,59.3125,300,88.5
208.4375,59.4375,520,64.5
209.3125,59.3125,168,97
209.3125,59.4375,119,100.25
209.4375,59.3125,-237,22.25
209.4375,59.4375,-41,55.625
209.5625,59.3125,-105,41.125
209.5625,59.4375,-223,51.625
209.6875,59.3125,-104,7.375
209.6875,59.4375,182,98.125
209.8125,59.3125,-152,5.75
209.8125,59.4375,-89,13.875
209.9375,59.3125,-173,1.625
209.9375,59.4375,-153,3
210.0625,59.3125,-175,1.75
210.0625,59.4375,-158,1.25
210.1875,59.3125,-201,2.25
210.1875,59.4375,-189,5.375
210.3125,59.3125,-151,9.375
210.3125,59.4375,-91,1.5
210.4375,59.3125,-124,0.375
210.4375,59.4375,-95,1.75
210.5625,59.3125,-145,3
210.5625,59.4375,-121,2.625
210.6875,59.3125,-150,4
210.6875,59.4375,-165,5.75
210.8125,59.3125,-186,4.125
210.8125,59.4375,-216,4
210.9375,59.3125,-183,4.875
210.9375,59.4375,-196,1
211.0625,59.3125,-170,4.5
211.0625,59.4375,-192,2.125
211.1875,59.3125,-140,3.5
211.1875,59.4375,-112,6.875
211.3125,59.3125,-108,2.375
211.3125,59.4375,-80,2
211.4375,59.3125,-94,1.625
211.4375,59.4375,-96,3.25
211.5625,59.3125,-94,2.125
211.5625,59.4375,-133,2.75
211.6875,59.3125,-131,16.875
211.6875,59.4375,-176,5.625
211.8125,59.3125,-171,4.5
211.8125,59.4375,-211,1.625
211.9375,59.3125,-197,2.75
211.9375,59.4375,-181,4.25
212.0625,59.3125,-184,1.625
212.0625,59.4375,-168,2.875
212.1875,59.3125,-169,2.875
212.1875,59.4375,-125,5.375
212.3125,59.3125,-163,5.75
212.3125,59.4375,-119,1.625
212.4375,59.3125,-122,2.75
212.4375,59.4375,-112,1.5
212.5625,59.3125,-129,5.875
212.5625,59.4375,-113,0.5
212.6875,59.3125,-188,2.125
212.6875,59.4375,-186,6.875
212.8125,59.3125,-186,1
212.8125,59.4375,-197,1.125
212.9375,59.3125,-194,1.25
212.9375,59.4375,-209,1
213.0625,59.3125,-188,1.75
213.0625,59.4375,-203,1.25
213.1875,59.3125,-189,2.375
213.1875,59.4375,-149,8.875
213.3125,59.3125,-183,4.75
213.3125,59.4375,-100,2.125
213.4375,59.3125,-177,12
213.4375,59.4375,-91,4.875
213.5625,59.3125,-169,15.5
213.5625,59.4375,-26,4
213.6875,59.3125,-315,38.25
213.6875,59.4375,15,10.25
213.8125,59.3125,-555,52.75
213.8125,59.4375,-42,3.875
213.9375,59.3125,-704,152
213.9375,59.4375,-111,3.375
214.0625,59.3125,-1270,117.125
214.0625,59.4375,-412,62.625
214.1875,59.3125,-1927,183.75
214.1875,59.4375,-819,55.5
214.3125,59.3125,-1475,40.125
214.3125,59.4375,-1255,86.75
214.4375,59.3125,-1273,86.75
214.4375,59.4375,-935,111.5
214.5625,59.3125,-1528,126.375
214.5625,59.4375,-567,121.125
214.6875,59.3125,-2238,29.125
214.6875,59.4375,-929,68.375
214.8125,59.3125,-2056,18.75
214.8125,59.4375,-711,129.25
214.9375,59.3125,-1990,17.25
214.9375,59.4375,-1211,122.375
215.0625,59.3125,-2370,78.875
215.0625,59.4375,-1024,83
215.1875,59.3125,-2498,112.125
215.1875,59.4375,-1054,102.75
216.5625,59.3125,-3217,127.125
216.5625,59.4375,-1403,137.125
216.6875,59.3125,-3133,106
216.6875,59.4375,-1285,93.875
216.8125,59.3125,-2860,155.625
216.8125,59.4375,-1188,43.875
216.9375,59.3125,-2489,67.25
216.9375,59.4375,-1129,84.75
217.5625,59.3125,-1515,43.75
217.5625,59.4375,-1242,47.5
217.6875,59.3125,-1074,31.875
217.6875,59.4375,-480,47.25
217.8125,59.3125,-533,77.375
217.8125,59.4375,-194,5.75
217.9375,59.3125,-258,17
217.9375,59.4375,-193,2.75
218.0625,59.3125,-227,6
218.0625,59.4375,-168,4.875
218.1875,59.3125,-194,1.125
218.1875,59.4375,-184,1.125
218.3125,59.3125,-183,2.25
218.3125,59.4375,-181,1.25
218.4375,59.3125,-198,3.625
218.4375,59.4375,-176,0.25
218.5625,59.3125,-346,2.875
218.5625,59.4375,-171,1.625
218.6875,59.3125,-336,1.875
218.6875,59.4375,-237,17.75
218.8125,59.3125,-291,5
218.8125,59.4375,-334,3.75
218.9375,59.3125,-190,8.875
218.9375,59.4375,-304,4.625
219.0625,59.3125,-156,0.375
219.0625,59.4375,-192,21.5
219.1875,59.3125,-135,2
219.1875,59.4375,-215,27.5
219.3125,59.3125,-146,2.875
219.3125,59.4375,-160,7.625
219.4375,59.3125,-136,2.375
219.4375,59.4375,-164,8.625
219.5625,59.3125,-129,2.25
219.5625,59.4375,-225,12
219.6875,59.3125,-123,1.5
219.6875,59.4375,-235,12.5
219.8125,59.3125,-128,2.5
219.8125,59.4375,-236,8.375
219.9375,59.3125,-154,2.125
219.9375,59.4375,-196,2.75
220.0625,59.3125,-158,4
220.0625,59.4375,-164,6.5
220.1875,59.3125,-192,5.625
220.1875,59.4375,-120,7.125
220.5625,59.3125,-108,4.75
220.5625,59.4375,9,2.5
220.6875,59.3125,-26,3.375
220.6875,59.4375,11,1.125
297.5625,59.3125,-126,2
297.5625,59.4375,-130,1.125
297.6875,59.3125,-130,0.875
297.6875,59.4375,-140,2
298.0625,59.3125,-146,0.625
298.0625,59.4375,-146,0.875
298.1875,59.3125,-154,1.125
298.1875,59.4375,-158,1.5
298.3125,59.3125,-163,1.5
298.3125,59.4375,-157,1.625
298.4375,59.3125,-170,1
298.4375,59.4375,-170,0.625
298.8125,59.3125,-191,1.375
298.8125,59.4375,-191,2
298.9375,59.3125,-201,1.25
298.9375,59.4375,-198,0.625
299.0625,59.3125,-204,1.625
299.0625,59.4375,-204,0.75
299.1875,59.3125,-207,1
299.1875,59.4375,-213,0.75
299.3125,59.3125,-215,1.25
299.3125,59.4375,-225,2.375
299.4375,59.3125,-226,0.625
299.4375,59.4375,-253,2.625
299.5625,59.3125,-263,3.375
299.5625,59.4375,-317,8.875
299.6875,59.3125,-415,19.25
299.6875,59.4375,-509,58.125
299.8125,59.3125,-857,64.5
299.8125,59.4375,-899,17.75
299.9375,59.3125,-1163,14.375
299.9375,59.4375,-1206,34.75
300.0625,59.3125,-1319,13
300.0625,59.4375,-1438,23.875
300.1875,59.3125,-1492,9.875
300.1875,59.4375,-1363,11.25
182.8125,59.5625,-154,0.625
182.8125,59.6875,-165,1.875
182.9375,59.5625,-150,4.25
182.9375,59.6875,-118,4.75
183.3125,59.5625,-153,1.5
183.3125,59.6875,-143,0.875
183.4375,59.5625,-142,1.125
183.4375,59.6875,-128,2.75
184.0625,59.5625,-116,3.875
184.0625,59.6875,-151,0.625
184.1875,59.5625,-125,2
184.1875,59.6875,-127,2.125
184.8125,59.5625,-129,0.875
184.8125,59.6875,-129,1
184.9375,59.5625,-121,1.625
184.9375,59.6875,-131,1.875
185.3125,59.5625,-81,3
185.3125,59.6875,-111,0.625
185.4375,59.5625,-115,7
185.4375,59.6875,-111,1
185.5625,59.5625,-142,9.125
185.5625,59.6875,-110,1.875
185.6875,59.5625,-83,10
185.6875,59.6875,-41,3.25
186.0625,59.5625,-72,4.375
186.0625,59.6875,-106,1.375
186.1875,59.5625,-155,4
186.1875,59.6875,-176,6.375
186.3125,59.5625,-122,2.75
186.3125,59.6875,-155,4.375
186.4375,59.5625,-71,6.5
186.4375,59.6875,-129,2.375
186.5625,59.5625,-30,0.375
186.5625,59.6875,-64,4.625
186.6875,59.5625,-50,2.125
186.6875,59.6875,-67,4
186.8125,59.5625,-50,2
186.8125,59.6875,-72,7.125
186.9375,59.5625,-108,6.625
186.9375,59.6875,-142,7.875
187.0625,59.5625,-163,1.625
187.0625,59.6875,-152,2.75
187.1875,59.5625,-148,4.5
187.1875,59.6875,-151,2.75
187.3125,59.5625,-129,3
187.3125,59.6875,-137,4.25
187.4375,59.5625,-148,1
187.4375,59.6875,-131,2.125
188.0625,59.5625,-73,2
188.0625,59.6875,-107,1
188.1875,59.5625,-99,5.25
188.1875,59.6875,-98,2.25
188.5625,59.5625,-119,0.875
188.5625,59.6875,-79,3.625
188.6875,59.5625,-118,1
188.6875,59.6875,-89,4.375
188.8125,59.5625,-115,1
188.8125,59.6875,-91,2.125
188.9375,59.5625,-90,3.375
188.9375,59.6875,-74,1.625
189.3125,59.5625,-82,3.125
189.3125,59.6875,-54,4.125
189.4375,59.5625,-76,1.5
189.4375,59.6875,-70,1.25
190.0625,59.5625,-76,1.625
190.0625,59.6875,-59,1
190.1875,59.5625,-88,3.75
190.1875,59.6875,-75,3
