"","id","name","spp"
"67",67,"pleuronichthysverticalis","pleuronichthys verticalis"
"68",68,"poraniopsisinflata","poraniopsis inflata"
"69",69,"porichthysnotatus","porichthys notatus"
"70",70,"pseudostichopusmollis","pseudostichopus mollis"
"71",71,"ptilosarcusgurneyi","ptilosarcus gurneyi"
"72",72,"pycnopodiahelianthoides","pycnopodia helianthoides"
"73",73,"pyrosomaatlanticum","pyrosoma atlanticum"
"74",74,"rajabinoculata","raja binoculata"
"75",75,"rajainornata","raja inornata"
"76",76,"rajarhina","raja rhina"
"77",77,"rathbunastercalifornicus","rathbunaster californicus"
"78",78,"sardinopssagax","sardinops sagax"
"79",79,"scomberjaponicus","scomber japonicus"
"80",80,"sebastesalutus","sebastes alutus"
"81",81,"sebastesaurora","sebastes aurora"
"82",82,"sebastesbabcocki","sebastes babcocki"
"83",83,"sebastesborealis","sebastes borealis"
"84",84,"sebastesbrevispinis","sebastes brevispinis"
"85",85,"sebasteschlorostictus","sebastes chlorostictus"
"86",86,"sebastescrameri","sebastes crameri"
"87",87,"sebastesdiploproa","sebastes diploproa"
"88",88,"sebasteselongatus","sebastes elongatus"
"89",89,"sebastesflavidus","sebastes flavidus"
"90",90,"sebastesgoodei","sebastes goodei"
"91",91,"sebasteshelvomaculatus","sebastes helvomaculatus"
"92",92,"sebastesjordani","sebastes jordani"
"93",93,"sebastesmelanostomus","sebastes melanostomus"
"94",94,"sebastespaucispinis","sebastes paucispinis"
"95",95,"sebastespinniger","sebastes pinniger"
"96",96,"sebastesproriger","sebastes proriger"
"97",97,"sebastesruberrimus","sebastes ruberrimus"
"98",98,"sebastessaxicola","sebastes saxicola"
"99",99,"sebastessemicinctus","sebastes semicinctus"
"100",100,"sebastesvariegatus","sebastes variegatus"
"101",101,"sebasteswilsoni","sebastes wilsoni"
"102",102,"sebasteszacentrus","sebastes zacentrus"
"103",103,"sebastolobusalascanus","sebastolobus alascanus"
"104",104,"sebastolobusaltivelis","sebastolobus altivelis"
"105",105,"squalussuckleyi","squalus suckleyi"
"106",106,"stenobrachiusleucopsarus","stenobrachius leucopsarus"
"107",107,"strongylocentrotusfragilis","strongylocentrotus fragilis"
"108",108,"talismaniabifurcata","talismania bifurcata"
"109",109,"thaleichthyspacificus","thaleichthys pacificus"
"110",110,"thrissacanthiaspenicillatus","thrissacanthias penicillatus"
"111",111,"torpedocalifornica","torpedo californica"
"112",112,"trachurussymmetricus","trachurus symmetricus"
"113",113,"tritoniadiomedea","tritonia diomedea"
"114",114,"zalembiusrosaceus","zalembius rosaceus"
"115",115,"zaniolepisfrenata","zaniolepis frenata"
"116",116,"zaniolepislatipinnis","zaniolepis latipinnis"
"117",117,"sebastesentomelas_fishery","sebastes entomelas"
"118",118,"atheresthesstomias_fishery","atheresthes stomias"
"119",119,"clupeapallasii_fishery","clupea pallasii"
"120",120,"anoplopomafimbria_fishery","anoplopoma fimbria"
"121",121,"microstomuspacificus_fishery","microstomus pacificus"
"122",122,"pandalusjordani_fishery","pandalus jordani"
"123",123,"engraulismordax_fishery","engraulis mordax"
"124",124,"scomberjaponicus_fishery","scomber japonicus"
"125",125,"sardinopssagax_fishery","sardinops sagax"
"126",126,"merlucciusproductus_fishery","merluccius productus"
"127",127,"energy",NA
